ID,Par_No,T1,TR1,DB1P,DB1N,MAX1,MIN1,Rti1,Rtd1,mode,T2,TR2,EP,DB2,MAX2,MIN2,Rti2,Rtd2,Kp1,Ki1,Kd1,Td1,Intmax1,Intmin1,Pidmax1,Pidmin1,NMC,NPA,T3,TR3,BP,DB3,MAX3,MIN3,Kp2,Ki2,Kd2,Td2,INTMAX2,INTMIN2,PIDMAX2,PIDMIN2,KW,wcp,wcn,Dbip,Dbin,Tdy1,Tdy2,Maxi,Mini,Kpi,Kii,Kdi,bpi,Kp,Kd,Ki,Intmax,Intmin,Pidmax,Pidmin,Tc,Topen,Tf,Tdy,VELC,VELO,PMAX,PMIN,Y1,Q1,Y2,Q2,Y3,Q3,A,B,Tw,Rti0,Rtd0,Dp1,Dp2,Tqm,Kp3,Ki3,Kd3,Td3,DBhp,T4,Note
57,57,0.020000,0.020000,0.000800,-0.000800,0.002000,-0.002000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,3.850000,0.960000,0.000000,0.300000,1.100000,-1.100000,1.100000,-1.100000,1.500000,0.010000,-0.010000,0.000000,0.000000,0.300000,9999.000000,9999.000000,-9999.000000,3.750000,0.667000,3.330000,0.010000,25.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,12.500000,20.800000,0.010000,0.000000,-1.000000,0.403000,1.100000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,2.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,______
58,58,0.000000,0.020000,0.000800,-0.000800,999.000000,-999.000000,9999.900000,-9999.900000,2,1.000000,0.800000,0.030000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.060000,0.020000,0.000000,0.060000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.000000,0.020000,0.040000,0.000000,1.100000,-1.100000,4.000000,0.700000,0.000000,0.500000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.001000,-0.001000,0.500000,9999.000000,9999.000000,-9999.000000,3.500000,0.300000,1.000000,0.010000,33.000000,0.000000,0.000000,999.000000,-999.000000,999.000000,-999.000000,12.500000,24.390000,0.100000,0.010000,-1.300000,1.030000,1.100000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.100000,1.100000,1.000000,0.500000,2.000000,9999.900000,-9999.900000,999.000000,999.000000,0.000000,0.060000,0.020000,0.000000,0.060000,0.000000,0.000000,______
59,59,0.000000,0.020000,0.000800,-0.000800,0.004200,-0.004200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.000000,0.020000,0.040000,0.000000,1.000000,-1.000000,6.250000,1.250000,0.000000,0.266000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,6.780000,0.560000,1.330000,0.010000,32.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,9.390000,9.390000,0.010000,0.020000,-1.000000,0.490000,1.050000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
60,60,0.000000,0.020000,0.000800,-0.000800,0.004200,-0.004200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,6.250000,1.250000,0.000000,0.268000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,6.780000,0.560000,1.330000,0.010000,22.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,7.560000,7.560000,0.010000,0.020000,-1.000000,0.360000,1.050000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,2.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
61,61,0.000000,0.020000,0.000800,-0.000800,0.004200,-0.004200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.000000,0.020000,0.040000,0.000000,1.000000,-1.000000,6.250000,1.250000,0.000000,0.268000,1.200000,-1.000000,1.000000,-1.000000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,5.150000,0.500000,1.500000,0.010000,25.000000,0.000000,0.000000,1.000000,-1.000000,0.430000,-1.000000,8.850000,8.850000,0.020000,0.020000,-1.000000,1.000000,1.050000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,2.300000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
62,62,0.000000,0.020000,0.000800,-0.000800,0.004200,-0.004200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.000000,0.020000,0.040000,0.000000,1.000000,-1.000000,6.250000,1.250000,0.000000,0.268000,1.200000,-1.000000,1.000000,-1.000000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,5.150000,0.500000,1.500000,0.010000,20.000000,0.000000,0.000000,1.000000,-1.000000,0.430000,-1.000000,7.750000,7.750000,0.020000,0.020000,-1.000000,1.000000,1.050000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,2.300000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
63,63,0.000000,0.020000,0.000800,-0.000800,0.004200,-0.004200,9999.900000,-9999.900000,2,1.000000,0.800000,0.030000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.060000,0.020000,0.000000,0.060000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.000000,0.020000,0.040000,0.000000,1.000000,-1.000000,6.250000,1.250000,0.000000,0.268000,1.200000,-1.000000,1.200000,-1.000000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,5.188000,0.625000,1.500000,0.010000,20.000000,0.000000,0.000000,1.000000,-1.000000,0.450000,-1.050000,9.070000,9.070000,0.020000,0.100000,-1.000000,1.000000,1.050000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,1.900000,9999.900000,-9999.900000,999.000000,999.000000,0.000000,0.060000,0.020000,0.000000,0.060000,0.000000,0.000000,______
64,64,0.000000,0.020000,0.000800,-0.000800,0.004200,-0.004200,9999.900000,-9999.900000,2,1.000000,0.800000,0.030000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.060000,0.020000,0.000000,0.060000,1.100000,-1.100000,1.100000,-1.100000,1,1,0.000000,0.020000,0.040000,0.000000,1.000000,-1.000000,6.250000,1.250000,0.000000,0.268000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,9999.000000,-9999.000000,5.188000,0.625000,1.500000,0.010000,20.000000,0.000000,0.000000,1.000000,-1.000000,0.450000,-1.050000,7.750000,7.750000,0.020000,0.100000,-1.000000,1.000000,1.050000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,1.600000,9999.900000,-9999.900000,999.000000,999.000000,0.000000,0.060000,0.020000,0.000000,0.060000,0.000000,0.000000,______
65,65,0.020000,0.020000,0.000800,-0.000800,0.001800,-0.001800,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,2.000000,0.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,1.000000,9999.000000,9999.000000,-9999.000000,2.000000,0.100000,4.000000,0.010000,30.000000,0.000000,50.000000,0.100000,-0.100000,1.100000,-1.100000,22.700000,13.200000,0.020000,0.000000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
66,66,0.020000,0.020000,0.000800,-0.000800,0.001800,-0.001800,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,2.000000,0.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,1.000000,9999.000000,9999.000000,-9999.000000,2.000000,0.100000,3.000000,0.010000,30.000000,0.000000,50.000000,0.100000,-0.100000,1.100000,-1.100000,22.700000,13.200000,0.020000,0.000000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
67,67,0.020000,0.020000,0.000800,-0.000800,0.001200,-0.001200,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,2.000000,0.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,1.000000,9999.000000,9999.000000,-9999.000000,2.000000,0.080000,3.100000,0.010000,30.000000,0.000000,50.000000,0.100000,-0.100000,1.100000,-1.100000,22.700000,13.200000,0.020000,0.000000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
68,68,0.020000,0.020000,0.000800,-0.000800,0.001600,-0.001600,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,2.000000,0.000000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.000000,0.000000,1.000000,9999.000000,9999.000000,-9999.000000,2.000000,0.070000,4.000000,0.010000,30.000000,0.000000,50.000000,0.100000,-0.100000,1.100000,-1.100000,22.700000,13.200000,0.020000,0.000000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
69,69,0.100000,0.020000,0.000800,-0.000800,0.003400,-0.003400,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.020000,0.040000,0.000000,1.000000,-1.000000,3.500000,0.740000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.000000,1.100000,0.010000,-0.010000,0.001000,-0.001000,0.500000,9999.000000,9999.000000,-9999.000000,2.750000,0.185000,0.150000,0.010000,40.000000,0.000000,0.000000,0.100000,-0.100000,0.240000,-0.240000,12.180000,15.540000,0.020000,1.100000,-1.000000,1.000000,1.100000,0.000000,0.160000,0.160000,0.300000,0.300000,1.100000,1.100000,1.000000,0.500000,1.600000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
70,70,0.000000,0.020000,0.000800,-0.000800,0.003400,-0.003400,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.020000,0.040000,0.000000,1.000000,-1.000000,3.500000,0.740000,0.000000,0.055000,1.200000,-1.000000,1.100000,-1.000000,1.000000,0.010000,-0.010000,0.001000,-0.001000,0.500000,9999.000000,9999.000000,-9999.000000,2.750000,0.185000,0.150000,0.010000,20.000000,0.000000,0.000000,0.100000,-0.100000,0.750000,-1.000000,11.140000,11.140000,0.020000,1.670000,-1.000000,1.000000,1.050000,-0.030000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,1.500000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
71,71,0.010000,0.020000,0.000800,-0.000800,0.003400,-0.003400,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.020000,0.020000,0.040000,0.000000,1.000000,-1.000000,3.500000,0.740000,0.000000,0.051000,1.100000,-1.100000,1.100000,-1.100000,1.080000,0.010000,-0.010000,0.001000,-0.001000,0.500000,9999.000000,9999.000000,-9999.000000,2.750000,0.185000,0.150000,0.010000,20.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,8.930000,8.930000,0.010000,0.200000,-0.140000,0.140000,1.050000,-1.000000,0.160000,0.160000,0.300000,0.300000,1.050000,1.050000,1.000000,0.500000,2.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
72,72,0.020000,0.020000,0.001000,-0.001000,9999.000000,-9999.000000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,3.000000,1.000000,0.001000,0.035000,1.100000,-1.100000,1.100000,-1.100000,1.000000,0.010000,-0.010000,0.004000,-0.004000,0.500000,9999.000000,9999.000000,-9999.000000,1.500000,0.300000,0.800000,0.010000,30.000000,0.000000,50.000000,0.100000,-0.100000,1.100000,-1.100000,22.700000,13.200000,0.020000,0.000000,-1.000000,1.000000,1.100000,-0.030000,0.300000,0.300000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
73,73,0.020000,0.020000,0.000800,-0.000800,0.002061,-0.002061,9999.900000,-9999.900000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,8.000000,8.000000,0.000000,0.050000,1.100000,-1.100000,1.100000,-1.100000,1.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,9999.900000,9999.900000,9999.900000,-9999.900000,9999.900000,9999.900000,9999.900000,9999.900000,15.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,9.460000,11.500000,0.020000,0.800000,-1.000000,0.570000,1.100000,-1.100000,0.200000,0.200000,0.816624,0.796888,1.000000,1.100000,1.000000,0.500000,0.100000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,GO1_  2_
74,74,0.020000,0.020000,0.000700,-0.000700,0.008000,-0.008000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,4.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.300000,0.010000,-0.010000,0.000000,0.000000,1.000000,999.000000,9999.000000,-9999.000000,3.300000,0.200000,0.350000,0.010000,33.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,8.710000,8.710000,0.020000,0.000000,-0.650000,0.320000,1.000000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.200000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
75,75,0.020000,0.020000,0.000700,-0.000700,0.008000,-0.008000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,4.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.300000,0.010000,-0.010000,0.000000,0.000000,1.000000,999.000000,9999.000000,-9999.000000,2.600000,0.170000,0.600000,0.010000,33.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,8.710000,8.710000,0.020000,0.000000,-0.650000,0.320000,1.000000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.200000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
76,76,0.020000,0.020000,0.000900,-0.000900,0.008000,-0.008000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,4.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.300000,0.010000,-0.010000,0.000000,0.000000,1.000000,999.000000,9999.000000,-9999.000000,3.200000,0.220000,0.350000,0.010000,33.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,8.710000,8.710000,0.020000,0.000000,-0.650000,0.320000,1.000000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.200000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
77,77,0.020000,0.020000,0.000800,-0.000800,0.008000,-0.008000,9999.000000,-9999.000000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,1,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,4.000000,1.000000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.300000,0.010000,-0.010000,0.000000,0.000000,1.000000,999.000000,9999.000000,-9999.000000,2.000000,0.100000,0.100000,0.010000,33.000000,0.000000,0.000000,1.100000,-1.000000,1.100000,-1.000000,8.710000,8.710000,0.020000,0.000000,-0.650000,0.320000,1.000000,-0.030000,0.100000,0.100000,0.500000,0.500000,1.100000,1.200000,1.000000,0.500000,1.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
78,78,0.010000,0.020000,0.000800,-0.000800,0.002000,-0.002000,999.000000,-999.000000,2,0.800000,0.300000,0.040000,0.000000,999.000000,-999.000000,9999.900000,-9999.900000,0.200000,0.120000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,2,2,0.001000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,5.000000,0.630000,0.000000,0.300000,1.000000,-1.000000,1.100000,-1.100000,2.040000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,1.100000,-1.100000,1.770000,0.210000,0.830000,0.010000,60.000000,0.000000,0.000000,0.100000,-0.100000,1.100000,-1.100000,38.000000,47.100000,0.000000,0.010000,-1.000000,1.000000,1.100000,-0.030000,0.500000,0.500000,0.800000,0.800000,1.100000,1.100000,1.000000,0.500000,2.400000,999.000000,-999.000000,0.060000,0.000000,0.000000,0.000000,0.100000,0.000000,0.100000,0.000000,0.000000,______
79,79,0.010000,0.020000,0.000800,-0.000800,0.002000,-0.002000,999.000000,-999.000000,2,0.800000,0.300000,0.040000,0.000000,999.000000,-999.000000,9999.900000,-9999.900000,0.200000,0.120000,0.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,2,2,0.001000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,8.330000,1.040000,0.000000,0.300000,1.000000,-1.000000,1.100000,-1.100000,1.950000,0.010000,-0.010000,0.000000,0.000000,0.500000,9999.000000,1.100000,-1.100000,1.770000,0.210000,0.830000,0.010000,60.000000,0.000000,0.000000,0.100000,-0.100000,1.100000,-1.100000,38.000000,47.100000,0.000000,0.010000,-1.000000,1.000000,1.100000,-0.030000,0.500000,0.500000,0.800000,0.800000,1.100000,1.100000,1.000000,0.500000,2.400000,999.000000,-999.000000,0.060000,0.000000,0.000000,0.000000,0.100000,0.000000,0.100000,0.000000,0.000000,______
80,80,0.010000,0.020000,0.001000,-0.001000,0.001400,-0.001400,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,2,0.001000,0.002000,0.040000,0.000000,9999.900000,-9999.900000,5.000000,0.630000,0.000000,0.300000,1.000000,-1.000000,1.100000,-1.100000,2.040000,0.010000,-0.010000,0.000000,0.000000,0.500000,999.000000,1.100000,-1.100000,1.770000,0.210000,0.830000,0.010000,18.000000,0.000000,0.000000,1.100000,-1.100000,1.100000,-1.100000,12.000000,12.000000,0.020000,0.010000,-1.000000,0.890000,1.100000,-1.100000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.800000,1.000000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,______
81,81,0.010000,0.020000,0.006000,-0.006000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,0.000000,0.000000,1.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,0.000000,0.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,2,1,0.010000,0.020000,0.040000,0.000000,9999.900000,-9999.900000,1.000000,0.200000,1.000000,0.100000,1.100000,-1.100000,1.100000,-1.100000,1.880000,0.010000,-0.010000,0.010000,-0.010000,1.000000,180.000000,9999.900000,-9999.900000,1.000000,0.200000,1.000000,0.040000,18.000000,0.000000,0.000000,9999.900000,-9999.900000,9999.900000,-9999.900000,7.670000,7.670000,0.020000,0.010000,-0.900000,0.500000,1.100000,-0.100000,0.100000,0.100000,0.500000,0.500000,1.100000,1.100000,1.000000,0.500000,0.800000,9999.900000,-9999.900000,0.030000,0.050000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,__#3
82,82,0.000000,0.020000,0.006000,-0.006000,0.004000,-0.004000,9999.000000,-9999.000000,2,1.200000,0.300000,0.030000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,0.200000,0.130000,0.000000,0.060000,9999.000000,-9999.000000,9999.000000,-9999.000000,2,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,1.000000,0.000000,0.010000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.100000,-0.100000,0.006000,-0.006000,1.000000,9999.000000,0.004000,-0.004000,2.000000,1.000000,0.000000,0.040000,8.000000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,7.760000,6.230000,0.020000,0.700000,-0.330000,0.241000,1.100000,-0.030000,0.259388,0.150000,0.669388,0.500000,1.000000,1.100000,1.000000,0.500000,0.002000,9999.000000,-9999.000000,9999.000000,9999.000000,0.000000,0.200000,0.130000,0.000000,0.060000,0.000000,0.000000,____#1
83,83,0.010000,0.020000,0.006000,-0.006000,0.200000,-0.200000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,1,0.010000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,1.000000,0.000000,0.093000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.100000,-0.100000,0.006000,-0.006000,1.000000,9999.000000,9999.000000,-9999.000000,2.000000,1.000000,0.000000,0.040000,9.000000,0.000000,0.000000,9999.000000,-9999.000000,9999.000000,-9999.000000,8.080000,8.080000,0.020000,0.380000,-0.380000,0.370000,1.100000,-0.050000,0.232653,0.100000,0.632653,0.500000,1.000000,1.100000,1.000000,0.500000,0.100000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,____#2
84,84,0.000000,0.020000,0.006000,-0.006000,0.004000,-0.004000,9999.000000,-9999.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,1,0.000000,0.020000,0.040000,0.000000,9999.000000,-9999.000000,2.000000,1.000000,0.000000,0.010000,1.000000,-1.000000,1.000000,-1.000000,1.000000,0.100000,-0.100000,0.006000,-0.006000,1.000000,9999.000000,0.004000,-0.004000,2.000000,1.000000,0.000000,0.040000,8.500000,0.000000,0.000000,0.100000,-0.100000,1.000000,-1.000000,9.030000,9.030000,0.020000,5.000000,-0.880000,0.950000,1.100000,-0.030000,0.133662,0.150000,0.543662,0.500000,1.000000,1.100000,1.000000,0.500000,0.002000,9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,____#3
