CN,name,Tx_node,Tx
27353,四川.东兴/3#变压器,27353,6522
27352,四川.东兴/3#变压器,27352,6523
19032,四川.东兴/2#变压器,19032,6531
27351,四川.东兴/2#变压器,27351,6532
27350,四川.东兴/2#变压器,27350,6533
20937,四川.名山/1#变压器,20937,6541
27354,四川.名山/1#变压器,27354,6542
27355,四川.名山/1#变压器,27355,6543
19006,四川.名山/2#变压器,19006,6551
27356,四川.名山/2#变压器,27356,6552
27357,四川.名山/2#变压器,27357,6553
19007,四川.名山/3#变压器,19007,6561
27358,四川.名山/3#变压器,27358,6562
27359,四川.名山/3#变压器,27359,6563
19013,四川.桐子林/2#变压器,19013,6571
27360,四川.桐子林/2#变压器,27360,6572
27361,四川.桐子林/2#变压器,27361,6573
19377,四川.樟木/1#变压器,19377,6581
27366,四川.樟木/1#变压器,27366,6582
27367,四川.樟木/1#变压器,27367,6583
19378,四川.樟木/2#变压器,19378,6591
27370,四川.樟木/2#变压器,27370,6592
27371,四川.樟木/2#变压器,27371,6593
19420,四川.新华/1#变压器,19420,6601
27375,四川.新华/1#变压器,27375,6602
27374,四川.新华/1#变压器,27374,6603
19421,四川.新华/2#变压器,19421,6611
27373,四川.新华/2#变压器,27373,6612
27372,四川.新华/2#变压器,27372,6613
19171,四川.果州/1#变压器,19171,6621
27376,四川.果州/1#变压器,27376,6622
27377,四川.果州/1#变压器,27377,6623
19172,四川.果州/2#变压器,19172,6631
27378,四川.果州/2#变压器,27378,6632
27379,四川.果州/2#变压器,27379,6633
19573,四川.安顺桥/2#变压器,19573,6641
26926,四川.安顺桥/2#变压器,26926,6642
26925,四川.安顺桥/2#变压器,26925,6643
19301,四川.黄岗/2#变压器,19301,6651
27380,四川.黄岗/2#变压器,27380,6652
27382,四川.黄岗/2#变压器,27382,6653
19302,四川.黄岗/1#变压器,19302,6661
27381,四川.黄岗/1#变压器,27381,6662
27383,四川.黄岗/1#变压器,27383,6663
19350,四川.天星/1#变压器,19350,6671
27365,四川.天星/1#变压器,27365,6672
27364,四川.天星/1#变压器,27364,6673
19351,四川.天星/2#变压器,19351,6681
27363,四川.天星/2#变压器,27363,6682
27362,四川.天星/2#变压器,27362,6683
19354,四川.五贵塘/1#变压器,19354,6691
27386,四川.五贵塘/1#变压器,27386,6692
27385,四川.五贵塘/1#变压器,27385,6693
19151,四川.东郊/1#变压器,19151,6701
27390,四川.东郊/1#变压器,27390,6702
27389,四川.东郊/1#变压器,27389,6703
19152,四川.东郊/2#变压器,19152,6711
27388,四川.东郊/2#变压器,27388,6712
27387,四川.东郊/2#变压器,27387,6713
21007,四川.东郊/3#变压器,21007,6721
27415,四川.东郊/3#变压器,27415,6722
27414,四川.东郊/3#变压器,27414,6723
19356,四川.五贵塘/3#变压器,19356,6741
27391,四川.五贵塘/3#变压器,27391,6742
27392,四川.五贵塘/3#变压器,27392,6743
19140,四川.草池/1#变压器,19140,6751
27394,四川.草池/1#变压器,27394,6752
27393,四川.草池/1#变压器,27393,6753
19155,四川.董家湾/2#变压器,19155,6761
27395,四川.董家湾/2#变压器,27395,6762
27396,四川.董家湾/2#变压器,27396,6763
18333,四川.寿溪桥/2#变压器,18333,6771
27410,四川.寿溪桥/2#变压器,27410,6772
27411,四川.寿溪桥/2#变压器,27411,6773
19158,四川.冯冲湾/1#变压器,19158,6781
27397,四川.冯冲湾/1#变压器,27397,6782
27399,四川.冯冲湾/1#变压器,27399,6783
19159,四川.冯冲湾/2#变压器,19159,6791
27398,四川.冯冲湾/2#变压器,27398,6792
27400,四川.冯冲湾/2#变压器,27400,6793
19411,四川.汉源/1#变压器,19411,6801
27404,四川.汉源/1#变压器,27404,6802
27403,四川.汉源/1#变压器,27403,6803
19413,四川.汉源/2#变压器,19413,6811
27402,四川.汉源/2#变压器,27402,6812
27401,四川.汉源/2#变压器,27401,6813
19370,四川.玉观/1#变压器,19370,6821
27407,四川.玉观/1#变压器,27407,6822
27406,四川.玉观/1#变压器,27406,6823
19379,四川.樟木/3#变压器,19379,6831
27408,四川.樟木/3#变压器,27408,6832
27409,四川.樟木/3#变压器,27409,6833
19139,四川.北荆坝/2#变压器,19139,6841
27413,四川.北荆坝/2#变压器,27413,6842
27412,四川.北荆坝/2#变压器,27412,6843
19311,四川.桑枣/1#变压器,19311,6851
27417,四川.桑枣/1#变压器,27417,6852
27416,四川.桑枣/1#变压器,27416,6853
19312,四川.桑枣/2#变压器,19312,6861
27419,四川.桑枣/2#变压器,27419,6862
27418,四川.桑枣/2#变压器,27418,6863
19118,四川.斑竹园/1#变压器,19118,6871
27420,四川.斑竹园/1#变压器,27420,6872
27422,四川.斑竹园/1#变压器,27422,6873
19119,四川.斑竹园/2#变压器,19119,6881
27421,四川.斑竹园/2#变压器,27421,6882
27423,四川.斑竹园/2#变压器,27423,6883
19120,四川.斑竹园/3#变压器,19120,6891
27424,四川.斑竹园/3#变压器,27424,6892
27425,四川.斑竹园/3#变压器,27425,6893
19138,四川.保宁/2#变压器,19138,6901
27426,四川.保宁/2#变压器,27426,6902
27427,四川.保宁/2#变压器,27427,6903
19344,四川.天全/1#变压器,19344,6911
27430,四川.天全/1#变压器,27430,6912
27431,四川.天全/1#变压器,27431,6913
19345,四川.天全/2#变压器,19345,6921
27428,四川.天全/2#变压器,27428,6922
27429,四川.天全/2#变压器,27429,6923
19408,四川.盖家坪/2#变压器,19408,6931
27432,四川.盖家坪/2#变压器,27432,6932
22029,四川.盖家坪/2#变压器,22029,6933
21246,四川.永郎/1#变压器,21246,6941
27477,四川.永郎/1#变压器,27477,6942
27847,四川.永郎/1#变压器,27847,6943
21247,四川.永郎/2#变压器,21247,6951
27475,四川.永郎/2#变压器,27475,6952
27476,四川.永郎/2#变压器,27476,6953
19439,四川.先锋/2#变压器,19439,6961
27433,四川.先锋/2#变压器,27433,6962
27434,四川.先锋/2#变压器,27434,6963
21431,四川.洪江/2#变压器,21431,6971
27435,四川.洪江/2#变压器,27435,6972
27436,四川.洪江/2#变压器,27436,6973
21093,四川.长顺/1#变压器,21093,6981
27448,四川.长顺/1#变压器,27448,6982
27447,四川.长顺/1#变压器,27447,6983
21105,四川.大同/3#变压器,21105,6991
27439,四川.大同/3#变压器,27439,6992
27440,四川.大同/3#变压器,27440,6993
21104,四川.大同/1#变压器,21104,7001
27437,四川.大同/1#变压器,27437,7002
27442,四川.大同/1#变压器,27442,7003
21147,四川.槽木/2#变压器,21147,7011
27443,四川.槽木/2#变压器,27443,7012
27445,四川.槽木/2#变压器,27445,7013
21148,四川.槽木/3#变压器,21148,7021
27444,四川.槽木/3#变压器,27444,7022
27446,四川.槽木/3#变压器,27446,7023
21120,四川.仪陇/2#变压器,21120,7031
27449,四川.仪陇/2#变压器,27449,7032
27450,四川.仪陇/2#变压器,27450,7033
21152,四川.庙坪/3#变压器,21152,7041
27452,四川.庙坪/3#变压器,27452,7042
27454,四川.庙坪/3#变压器,27454,7043
21151,四川.庙坪/2#变压器,21151,7051
27451,四川.庙坪/2#变压器,27451,7052
27453,四川.庙坪/2#变压器,27453,7053
21249,四川.马井/2#变压器,21249,7061
27455,四川.马井/2#变压器,27455,7062
27457,四川.马井/2#变压器,27457,7063
21248,四川.马井/1#变压器,21248,7071
27456,四川.马井/1#变压器,27456,7072
27458,四川.马井/1#变压器,27458,7073
21250,四川.幸福/1#变压器,21250,7081
27460,四川.幸福/1#变压器,27460,7082
27461,四川.幸福/1#变压器,27461,7083
21251,四川.幸福/2#变压器,21251,7091
27459,四川.幸福/2#变压器,27459,7092
27462,四川.幸福/2#变压器,27462,7093
21457,四川.曹家寺/2#变压器,21457,7101
27463,四川.曹家寺/2#变压器,27463,7102
27465,四川.曹家寺/2#变压器,27465,7103
21454,四川.曹家寺/1#变压器,21454,7111
27464,四川.曹家寺/1#变压器,27464,7112
27466,四川.曹家寺/1#变压器,27466,7113
21202,四川.九岭/1#变压器,21202,7121
27468,四川.九岭/1#变压器,27468,7122
27470,四川.九岭/1#变压器,27470,7123
21207,四川.九岭/2#变压器,21207,7131
27467,四川.九岭/2#变压器,27467,7132
27469,四川.九岭/2#变压器,27469,7133
21354,四川.合力/1#变压器,21354,7141
27471,四川.合力/1#变压器,27471,7142
27474,四川.合力/1#变压器,27474,7143
21357,四川.合力/2#变压器,21357,7151
27472,四川.合力/2#变压器,27472,7152
27473,四川.合力/2#变压器,27473,7153
21306,四川.石羊/1#变压器,21306,7161
27478,四川.石羊/1#变压器,27478,7162
27479,四川.石羊/1#变压器,27479,7163
21254,四川.石羊/2#变压器,21254,7171
27480,四川.石羊/2#变压器,27480,7172
27481,四川.石羊/2#变压器,27481,7173
21466,四川.雪峰/1#变压器,21466,7181
27482,四川.雪峰/1#变压器,27482,7182
27484,四川.雪峰/1#变压器,27484,7183
21467,四川.雪峰/2#变压器,21467,7191
27483,四川.雪峰/2#变压器,27483,7192
27485,四川.雪峰/2#变压器,27485,7193
21708,四川.竹马/3#变压器,21708,7201
27489,四川.竹马/3#变压器,27489,7202
27488,四川.竹马/3#变压器,27488,7203
21479,四川.大同/2#变压器,21479,7211
27438,四川.大同/2#变压器,27438,7212
27441,四川.大同/2#变压器,27441,7213
21492,四川.爱民/2#变压器,21492,7231
27495,四川.爱民/2#变压器,27495,7232
27653,四川.爱民/2#变压器,27653,7233
21491,四川.爱民/1#变压器,21491,7241
27494,四川.爱民/1#变压器,27494,7242
27652,四川.爱民/1#变压器,27652,7243
21493,四川.爱民/3#变压器,21493,7251
27496,四川.爱民/3#变压器,27496,7252
27654,四川.爱民/3#变压器,27654,7253
21496,四川.爱民/4#变压器,21496,7261
27497,四川.爱民/4#变压器,27497,7262
27655,四川.爱民/4#变压器,27655,7263
21498,四川.水磨/3#变压器,21498,7271
27486,四川.水磨/3#变压器,27486,7272
27487,四川.水磨/3#变压器,27487,7273
21501,四川.太平驿厂/6#变压器,21501,7281
26850,四川.太平驿厂/6#变压器,26850,7282
26851,四川.太平驿厂/6#变压器,26851,7283
21523,四川.彭祖/1#变压器,21523,7291
21502,四川.彭祖/1#变压器,21502,7292
21518,四川.彭祖/1#变压器,21518,7293
21522,四川.彭祖/2#变压器,21522,7301
21503,四川.彭祖/2#变压器,21503,7302
21519,四川.彭祖/2#变压器,21519,7303
9553,四川.彭祖/3#变压器,9553,7311
21528,四川.彭祖/3#变压器,21528,7312
21535,四川.彭祖/3#变压器,21535,7313
21558,四川.水磨/1#变压器,21558,7341
27502,四川.水磨/1#变压器,27502,7342
27505,四川.水磨/1#变压器,27505,7343
21557,四川.水磨/2#变压器,21557,7351
27503,四川.水磨/2#变压器,27503,7352
27504,四川.水磨/2#变压器,27504,7353
21569,四川.庄上/1#变压器,21569,7361
27500,四川.庄上/1#变压器,27500,7362
27498,四川.庄上/1#变压器,27498,7363
21570,四川.庄上/2#变压器,21570,7371
27501,四川.庄上/2#变压器,27501,7372
27499,四川.庄上/2#变压器,27499,7373
21577,四川.福盛/1#变压器,21577,7381
27506,四川.福盛/1#变压器,27506,7382
27508,四川.福盛/1#变压器,27508,7383
21578,四川.福盛/2#变压器,21578,7391
27507,四川.福盛/2#变压器,27507,7392
27509,四川.福盛/2#变压器,27509,7393
21579,四川.清音/1#变压器,21579,7401
27510,四川.清音/1#变压器,27510,7402
27512,四川.清音/1#变压器,27512,7403
21580,四川.清音/2#变压器,21580,7411
27511,四川.清音/2#变压器,27511,7412
27513,四川.清音/2#变压器,27513,7413
21614,四川.劲松/1#变压器,21614,7431
27520,四川.劲松/1#变压器,27520,7432
27522,四川.劲松/1#变压器,27522,7433
21615,四川.劲松/2#变压器,21615,7441
27521,四川.劲松/2#变压器,27521,7442
27523,四川.劲松/2#变压器,27523,7443
21624,四川.毛家湾/1#变压器,21624,7451
27527,四川.毛家湾/1#变压器,27527,7452
27524,四川.毛家湾/1#变压器,27524,7453
21625,四川.毛家湾/2#变压器,21625,7461
27526,四川.毛家湾/2#变压器,27526,7462
27525,四川.毛家湾/2#变压器,27525,7463
21647,四川.团结/1#变压器,21647,7491
27517,四川.团结/1#变压器,27517,7492
27514,四川.团结/1#变压器,27514,7493
21648,四川.团结/2#变压器,21648,7501
27518,四川.团结/2#变压器,27518,7502
27516,四川.团结/2#变压器,27516,7503
9728,四川.团结/3#变压器,9728,7511
27519,四川.团结/3#变压器,27519,7512
27515,四川.团结/3#变压器,27515,7513
21651,四川.松柏/2#变压器,21651,7521
27538,四川.松柏/2#变压器,27538,7522
27539,四川.松柏/2#变压器,27539,7523
21652,四川.铜堡/1#变压器,21652,7531
27533,四川.铜堡/1#变压器,27533,7532
27534,四川.铜堡/1#变压器,27534,7533
21653,四川.赤化/1#变压器,21653,7541
27532,四川.赤化/1#变压器,27532,7542
27537,四川.赤化/1#变压器,27537,7543
21654,四川.赤化/2#变压器,21654,7551
27535,四川.赤化/2#变压器,27535,7552
27536,四川.赤化/2#变压器,27536,7553
21655,四川.镇江/1#变压器,21655,7561
27239,四川.镇江/1#变压器,27239,7562
27240,四川.镇江/1#变压器,27240,7563
21667,四川.广惠/2#变压器,21667,7591
27543,四川.广惠/2#变压器,27543,7592
27542,四川.广惠/2#变压器,27542,7593
21672,四川.苏场/1#变压器,21672,7601
27545,四川.苏场/1#变压器,27545,7602
27546,四川.苏场/1#变压器,27546,7603
21673,四川.苏场/2#变压器,21673,7611
27544,四川.苏场/2#变压器,27544,7612
27547,四川.苏场/2#变压器,27547,7613
21686,四川.梓桐/1#变压器,21686,7621
27548,四川.梓桐/1#变压器,27548,7622
27550,四川.梓桐/1#变压器,27550,7623
21687,四川.梓桐/2#变压器,21687,7631
27549,四川.梓桐/2#变压器,27549,7632
27551,四川.梓桐/2#变压器,27551,7633
21719,四川.乐德/2#变压器,21719,7671
27565,四川.乐德/2#变压器,27565,7672
27563,四川.乐德/2#变压器,27563,7673
21718,四川.乐德/1#变压器,21718,7681
27564,四川.乐德/1#变压器,27564,7682
27562,四川.乐德/1#变压器,27562,7683
21722,四川.什邡/1#变压器,21722,7691
21754,四川.什邡/1#变压器,21754,7692
21756,四川.什邡/1#变压器,21756,7693
21721,四川.什邡/2#变压器,21721,7701
21755,四川.什邡/2#变压器,21755,7702
21763,四川.什邡/2#变压器,21763,7703
21731,四川.气动中心/1#变压器,21731,7711
27552,四川.气动中心/1#变压器,27552,7712
27554,四川.气动中心/1#变压器,27554,7713
21732,四川.气动中心/2#变压器,21732,7721
27553,四川.气动中心/2#变压器,27553,7722
27555,四川.气动中心/2#变压器,27555,7723
21739,四川.犍为/1#变压器,21739,7731
27529,四川.犍为/1#变压器,27529,7732
27528,四川.犍为/1#变压器,27528,7733
21740,四川.犍为/2#变压器,21740,7741
27531,四川.犍为/2#变压器,27531,7742
27530,四川.犍为/2#变压器,27530,7743
21743,四川.南华/2#变压器,21743,7751
27560,四川.南华/2#变压器,27560,7752
27561,四川.南华/2#变压器,27561,7753
21784,四川.木里/1#变压器,21784,7781
21790,四川.木里/1#变压器,21790,7782
23582,四川.木里/1#变压器,23582,7783
21783,四川.木里/2#变压器,21783,7791
21794,四川.木里/2#变压器,21794,7792
23583,四川.木里/2#变压器,23583,7793
21802,四川.榆林/1#变压器,21802,7801
27558,四川.榆林/1#变压器,27558,7802
27557,四川.榆林/1#变压器,27557,7803
21803,四川.榆林/2#变压器,21803,7811
27559,四川.榆林/2#变压器,27559,7812
27556,四川.榆林/2#变压器,27556,7813
21812,四川.邓双/2#变压器,21812,7821
27567,四川.邓双/2#变压器,27567,7822
27568,四川.邓双/2#变压器,27568,7823
21813,四川.邓双/3#变压器,21813,7831
27566,四川.邓双/3#变压器,27566,7832
27569,四川.邓双/3#变压器,27569,7833
21851,四川.茶布朗厂/5#变压器,21851,7921
26854,四川.茶布朗厂/5#变压器,26854,7922
26853,四川.茶布朗厂/5#变压器,26853,7923
21881,四川.三垭河厂/1#变压器,21881,7931
24178,四川.三垭河厂/1#变压器,24178,7932
21886,四川.三垭河厂/1#变压器,21886,7933
21882,四川.三垭河厂/2#变压器,21882,7941
24172,四川.三垭河厂/2#变压器,24172,7942
21887,四川.三垭河厂/2#变压器,21887,7943
21898,四川.爱国/1#变压器,21898,8011
27570,四川.爱国/1#变压器,27570,8012
27571,四川.爱国/1#变压器,27571,8013
21906,四川.甘泉/1#变压器,21906,8021
21948,四川.甘泉/1#变压器,21948,8022
21961,四川.甘泉/1#变压器,21961,8023
21909,四川.甘泉/3#变压器,21909,8031
21951,四川.甘泉/3#变压器,21951,8032
21962,四川.甘泉/3#变压器,21962,8033
21913,四川.佛光/1#变压器,21913,8041
27492,四川.佛光/1#变压器,27492,8042
27491,四川.佛光/1#变压器,27491,8043
21912,四川.佛光/2#变压器,21912,8051
27493,四川.佛光/2#变压器,27493,8052
27490,四川.佛光/2#变压器,27490,8053
21945,四川.平武/1#变压器,21945,8061
21936,四川.平武/1#变压器,21936,8062
21937,四川.平武/1#变压器,21937,8063
21944,四川.平武/2#变压器,21944,8071
21935,四川.平武/2#变压器,21935,8072
21938,四川.平武/2#变压器,21938,8073
21967,四川.三圣/2#变压器,21967,8081
27572,四川.三圣/2#变压器,27572,8082
27573,四川.三圣/2#变压器,27573,8083
21966,四川.三圣/3#变压器,21966,8091
27574,四川.三圣/3#变压器,27574,8092
27575,四川.三圣/3#变压器,27575,8093
21983,四川.黑竹沟/1#变压器,21983,8101
27577,四川.黑竹沟/1#变压器,27577,8102
27576,四川.黑竹沟/1#变压器,27576,8103
21997,四川.文峰/2#变压器,21997,8111
27581,四川.文峰/2#变压器,27581,8112
27580,四川.文峰/2#变压器,27580,8113
21990,四川.普安/2#变压器,21990,8121
27579,四川.普安/2#变压器,27579,8122
27578,四川.普安/2#变压器,27578,8123
22007,四川.金星/1#变压器,22007,8131
27583,四川.金星/1#变压器,27583,8132
27582,四川.金星/1#变压器,27582,8133
22048,四川.铜牌/1#变压器,22048,8161
27585,四川.铜牌/1#变压器,27585,8162
27584,四川.铜牌/1#变压器,27584,8163
22049,四川.铜牌/2#变压器,22049,8171
27587,四川.铜牌/2#变压器,27587,8172
27586,四川.铜牌/2#变压器,27586,8173
22053,四川.水晶/1#变压器,22053,8181
27588,四川.水晶/1#变压器,27588,8182
27590,四川.水晶/1#变压器,27590,8183
22052,四川.水晶/2#变压器,22052,8191
27589,四川.水晶/2#变压器,27589,8192
27591,四川.水晶/2#变压器,27591,8193
22068,四川.尔足/2#变压器,22068,8201
27593,四川.尔足/2#变压器,27593,8202
27595,四川.尔足/2#变压器,27595,8203
22069,四川.尔足/1#变压器,22069,8211
27592,四川.尔足/1#变压器,27592,8212
27594,四川.尔足/1#变压器,27594,8213
10508,四川.丰岩堡厂/1#变压器,10508,8221
1034,四川.丰岩堡厂/1#变压器,1034,8222
1036,四川.丰岩堡厂/1#变压器,1036,8223
22159,四川.磨西厂/1#变压器,22159,8331
27599,四川.磨西厂/1#变压器,27599,8332
10593,四川.磨西厂/1#变压器,10593,8333
10536,四川.成都嘉陵厂/5#变压器,10536,8391
27597,四川.成都嘉陵厂/5#变压器,27597,8392
27600,四川.成都嘉陵厂/5#变压器,27600,8393
10658,四川.三瓦窑厂/3#变压器,10658,8471
10659,四川.三瓦窑厂/3#变压器,10659,8472
1064,四川.三瓦窑厂/3#变压器,1064,8473
22268,四川.鱼洞厂/1#变压器,22268,8611
10730,四川.鱼洞厂/1#变压器,10730,8612
22271,四川.鱼洞厂/1#变压器,22271,8613
22321,四川.红岩子厂/1#变压器,22321,8701
10791,四川.红岩子厂/1#变压器,10791,8702
22325,四川.红岩子厂/1#变压器,22325,8703
22323,四川.红岩子厂/2#变压器,22323,8711
10793,四川.红岩子厂/2#变压器,10793,8712
22327,四川.红岩子厂/2#变压器,22327,8713
27987,四川.华莹山厂/2#变压器,27987,8821
27993,四川.华莹山厂/2#变压器,27993,8822
27988,四川.华莹山厂/2#变压器,27988,8823
22482,四川.富流滩厂/1#变压器,22482,9051
22483,四川.富流滩厂/1#变压器,22483,9052
10961,四川.富流滩厂/1#变压器,10961,9053
11053,四川.岩坝厂/2#变压器,11053,9161
27994,四川.岩坝厂/2#变压器,27994,9162
22577,四川.岩坝厂/2#变压器,22577,9163
22617,四川.马回厂/2#变压器,22617,9221
11089,四川.马回厂/2#变压器,11089,9222
11092,四川.马回厂/2#变压器,11092,9223
22662,四川.槽渔滩厂/1#变压器,22662,9281
22668,四川.槽渔滩厂/1#变压器,22668,9282
22660,四川.槽渔滩厂/1#变压器,22660,9283
22673,四川.城东厂/1#变压器,22673,9371
11194,四川.城东厂/1#变压器,11194,9372
1172,四川.城东厂/1#变压器,1172,9373
41412,四川.永郎/3#变压器,41412,9461
41414,四川.永郎/3#变压器,41414,9462
41413,四川.永郎/3#变压器,41413,9463
11259,四川.黑土坡厂/1#变压器,11259,9471
11264,四川.黑土坡厂/1#变压器,11264,9472
11263,四川.黑土坡厂/1#变压器,11263,9473
22731,四川.杨村厂/1#变压器,22731,9491
22736,四川.杨村厂/1#变压器,22736,9492
22737,四川.杨村厂/1#变压器,22737,9493
22732,四川.杨村厂/2#变压器,22732,9501
22741,四川.杨村厂/2#变压器,22741,9502
22738,四川.杨村厂/2#变压器,22738,9503
22816,四川.黄丹厂/1#变压器,22816,9621
27605,四川.黄丹厂/1#变压器,27605,9622
22817,四川.黄丹厂/1#变压器,22817,9623
11456,四川.中山厂/1#变压器,11456,9761
11457,四川.中山厂/1#变压器,11457,9762
11463,四川.中山厂/1#变压器,11463,9763
22941,四川.东山/1#变压器,22941,9821
27606,四川.东山/1#变压器,27606,9822
22945,四川.东山/1#变压器,22945,9823
22942,四川.东山/2#变压器,22942,9831
22944,四川.东山/2#变压器,22944,9832
22946,四川.东山/2#变压器,22946,9833
41417,四川.沐溪/1#变压器,41417,10061
41419,四川.沐溪/1#变压器,41419,10062
41418,四川.沐溪/1#变压器,41418,10063
21292,四川.沐溪/2#变压器,21292,10071
26030,四川.沐溪/2#变压器,26030,10072
26031,四川.沐溪/2#变压器,26031,10073
41420,四川.竹马/1#变压器,41420,10151
41422,四川.竹马/1#变压器,41422,10152
41421,四川.竹马/1#变压器,41421,10153
23083,四川.竹马/2#变压器,23083,10161
27868,四川.竹马/2#变压器,27868,10162
27867,四川.竹马/2#变压器,27867,10163
23186,四川.杵坝厂/1#变压器,23186,10291
27862,四川.杵坝厂/1#变压器,27862,10292
1290,四川.杵坝厂/1#变压器,1290,10293
23187,四川.杵坝厂/2#变压器,23187,10301
23184,四川.杵坝厂/2#变压器,23184,10302
23176,四川.杵坝厂/2#变压器,23176,10303
23236,四川.甘孜/1#变压器,23236,10381
23314,四川.甘孜/1#变压器,23314,10382
23318,四川.甘孜/1#变压器,23318,10383
23237,四川.甘孜/2#变压器,23237,10391
23313,四川.甘孜/2#变压器,23313,10392
23317,四川.甘孜/2#变压器,23317,10393
27613,四川.云潭厂/＃5启备变,27613,10401
27612,四川.云潭厂/＃5启备变,27612,10402
27611,四川.云潭厂/＃5启备变,27611,10403
23256,四川.石渠/1#变压器,23256,10431
23311,四川.石渠/1#变压器,23311,10432
11962,四川.石渠/1#变压器,11962,10433
23306,四川.丰收/1#变压器,23306,10501
27616,四川.丰收/1#变压器,27616,10502
27614,四川.丰收/1#变压器,27614,10503
23307,四川.丰收/2#变压器,23307,10511
27617,四川.丰收/2#变压器,27617,10512
27615,四川.丰收/2#变压器,27615,10513
23343,四川.川威/1#变压器,23343,10541
27618,四川.川威/1#变压器,27618,10542
27619,四川.川威/1#变压器,27619,10543
23344,四川.川威/2#变压器,23344,10551
27620,四川.川威/2#变压器,27620,10552
27621,四川.川威/2#变压器,27621,10553
23354,四川.普提/1#变压器,23354,10561
23355,四川.普提/1#变压器,23355,10562
23356,四川.普提/1#变压器,23356,10563
23358,四川.沙坝/1#变压器,23358,10571
27623,四川.沙坝/1#变压器,27623,10572
27625,四川.沙坝/1#变压器,27625,10573
23359,四川.沙坝/2#变压器,23359,10581
27624,四川.沙坝/2#变压器,27624,10582
27626,四川.沙坝/2#变压器,27626,10583
23420,四川.内江/1#变压器,23420,10631
23407,四川.内江/1#变压器,23407,10632
23418,四川.内江/1#变压器,23418,10633
23421,四川.内江/2#变压器,23421,10641
23408,四川.内江/2#变压器,23408,10642
23419,四川.内江/2#变压器,23419,10643
23427,四川.柏合/3#变压器,23427,10651
27628,四川.柏合/3#变压器,27628,10652
27627,四川.柏合/3#变压器,27627,10653
23450,四川.清河/3#变压器,23450,10661
27629,四川.清河/3#变压器,27629,10662
27630,四川.清河/3#变压器,27630,10663
23449,四川.清河/2#变压器,23449,10671
27631,四川.清河/2#变压器,27631,10672
27632,四川.清河/2#变压器,27632,10673
23456,四川.化工园/2#变压器,23456,10681
27636,四川.化工园/2#变压器,27636,10682
27633,四川.化工园/2#变压器,27633,10683
23455,四川.化工园/1#变压器,23455,10691
27635,四川.化工园/1#变压器,27635,10692
27634,四川.化工园/1#变压器,27634,10693
23459,四川.百胜/1#变压器,23459,10701
27637,四川.百胜/1#变压器,27637,10702
27638,四川.百胜/1#变压器,27638,10703
23478,四川.橄榄/3#变压器,23478,10731
23486,四川.橄榄/3#变压器,23486,10732
23488,四川.橄榄/3#变压器,23488,10733
23476,四川.橄榄/1#变压器,23476,10741
23485,四川.橄榄/1#变压器,23485,10742
23487,四川.橄榄/1#变压器,23487,10743
23499,四川.扎窝/1#变压器,23499,10751
27645,四川.扎窝/1#变压器,27645,10752
27640,四川.扎窝/1#变压器,27640,10753
23500,四川.扎窝/2#变压器,23500,10761
27644,四川.扎窝/2#变压器,27644,10762
27639,四川.扎窝/2#变压器,27639,10763
23526,四川.施家坪/5#变压器,23526,10821
27646,四川.施家坪/5#变压器,27646,10822
27647,四川.施家坪/5#变压器,27647,10823
23534,四川.荥经/1#变压器,23534,10841
27651,四川.荥经/1#变压器,27651,10842
27648,四川.荥经/1#变压器,27648,10843
23535,四川.荥经/2#变压器,23535,10851
27650,四川.荥经/2#变压器,27650,10852
27649,四川.荥经/2#变压器,27649,10853
23549,四川.驾青桥/1#变压器,23549,10871
27663,四川.驾青桥/1#变压器,27663,10872
27665,四川.驾青桥/1#变压器,27665,10873
23553,四川.驾青桥/2#变压器,23553,10881
27664,四川.驾青桥/2#变压器,27664,10882
27666,四川.驾青桥/2#变压器,27666,10883
23560,四川.观胜/1#变压器,23560,10891
27670,四川.观胜/1#变压器,27670,10892
27667,四川.观胜/1#变压器,27667,10893
23561,四川.观胜/2#变压器,23561,10901
27669,四川.观胜/2#变压器,27669,10902
27668,四川.观胜/2#变压器,27668,10903
23562,四川.路平/1#变压器,23562,10911
23566,四川.路平/1#变压器,23566,10912
23574,四川.路平/1#变压器,23574,10913
23565,四川.路平/2#变压器,23565,10921
23567,四川.路平/2#变压器,23567,10922
23575,四川.路平/2#变压器,23575,10923
23586,四川.杜家湾/2#变压器,23586,10931
27672,四川.杜家湾/2#变压器,27672,10932
27671,四川.杜家湾/2#变压器,27671,10933
23637,四川.观井/1#变压器,23637,10981
27679,四川.观井/1#变压器,27679,10982
27680,四川.观井/1#变压器,27680,10983
23638,四川.观井/2#变压器,23638,10991
27677,四川.观井/2#变压器,27677,10992
27678,四川.观井/2#变压器,27678,10993
23692,四川.周家堡/2#变压器,23692,11141
27682,四川.周家堡/2#变压器,27682,11142
27684,四川.周家堡/2#变压器,27684,11143
23693,四川.周家堡/3#变压器,23693,11151
27681,四川.周家堡/3#变压器,27681,11152
27683,四川.周家堡/3#变压器,27683,11153
23733,四川.德昌风电厂/2#变压器,23733,11701
23736,四川.德昌风电厂/2#变压器,23736,11702
12662,四川.德昌风电厂/2#变压器,12662,11703
23789,四川.丹巴/1#变压器,23789,12441
23781,四川.丹巴/1#变压器,23781,12442
23785,四川.丹巴/1#变压器,23785,12443
23792,四川.丹巴/2#变压器,23792,12451
23782,四川.丹巴/2#变压器,23782,12452
