transformer_id,middle_point,CN_transformer,taid
3010,-3268,44867,32681
3011,-3268,44868,32682
3012,-3268,44869,32683
3013,-3269,44870,32691
3014,-3269,44871,32692
3015,-3269,44872,32693
3016,-3270,44873,32701
3017,-3270,44874,32702
3018,-3270,44875,32703
3019,-3271,44876,32711
3020,-3271,44877,32712
3021,-3271,44878,32713
3022,-3272,44879,32721
3023,-3272,44880,32722
3024,-3272,44881,32723
3025,-3273,44882,32731
3026,-3273,44883,32732
3027,-3273,44884,32733
3028,-3274,44885,32741
3029,-3274,44886,32742
3030,-3274,44887,32743
3031,-3275,44888,32751
3032,-3275,44889,32752
3033,-3275,44890,32753
3034,-3276,44891,32761
3035,-3276,44892,32762
3036,-3276,44893,32763
3037,-3277,44894,32771
3038,-3277,44895,32772
3039,-3277,44896,32773
3040,-3278,44897,32781
3041,-3278,44898,32782
3042,-3278,44899,32783
3043,-3279,44900,32791
3044,-3279,44901,32792
3045,-3279,44902,32793
3046,-3280,44903,32801
3047,-3280,44904,32802
3048,-3280,44905,32803
3049,-3281,44906,32811
3050,-3281,44907,32812
3051,-3281,44908,32813
3052,-3282,44909,32821
3053,-3282,44910,32822
3054,-3282,44911,32823
3055,-3283,44912,32831
3056,-3283,44913,32832
3057,-3283,44914,32833
3058,-3284,44915,32841
3059,-3284,44916,32842
3060,-3284,44917,32843
3061,-3285,44918,32851
3062,-3285,44919,32852
3063,-3285,44920,32853
3064,-3286,44921,32861
3065,-3286,44922,32862
3066,-3286,44923,32863
3067,-3287,44924,32871
3068,-3287,44925,32872
3069,-3287,44926,32873
3070,-3288,44927,32881
3071,-3288,44928,32882
3072,-3288,44929,32883
3073,-3289,44930,32891
3074,-3289,44931,32892
3075,-3289,44932,32893
3076,-3290,44933,32901
3077,-3290,44934,32902
3078,-3290,44935,32903
3079,-3291,44936,32911
3080,-3291,44937,32912
3081,-3291,44938,32913
3082,-3292,44939,32921
3083,-3292,44940,32922
3084,-3292,44941,32923
3085,-3293,44942,32931
3086,-3293,44943,32932
3087,-3293,44944,32933
3088,-3294,44945,32941
3089,-3294,44946,32942
3090,-3294,44947,32943
3091,-3295,44948,32951
3092,-3295,44949,32952
3093,-3295,44950,32953
3094,-3296,44951,32961
3095,-3296,44952,32962
3096,-3296,44953,32963
3097,-3297,44954,32971
3098,-3297,44955,32972
3099,-3297,44956,32973
3100,-3298,44957,32981
3101,-3298,44958,32982
3102,-3298,44959,32983
3103,-3299,44960,32991
3104,-3299,44961,32992
3105,-3299,44962,32993
3106,-3300,44963,33001
3107,-3300,44964,33002
3108,-3300,44965,33003
3109,-3301,44966,33011
3110,-3301,44967,33012
3111,-3301,44968,33013
3112,-3302,44969,33021
3113,-3302,44970,33022
3114,-3302,44971,33023
3115,-3303,44972,33031
3116,-3303,44973,33032
3117,-3303,44974,33033
3118,-3304,44975,33041
3119,-3304,44976,33042
3120,-3304,44977,33043
3121,-3305,44978,33051
3122,-3305,44979,33052
3123,-3305,44980,33053
3124,-3306,44981,33061
3125,-3306,44982,33062
3126,-3306,44983,33063
3127,-3307,44984,33071
3128,-3307,44985,33072
3129,-3307,44986,33073
3130,-3308,44987,33081
3131,-3308,44988,33082
3132,-3308,44989,33083
3133,-3309,44990,33091
3134,-3309,44991,33092
3135,-3309,44992,33093
3136,-3310,44993,33101
3137,-3310,44994,33102
3138,-3310,44995,33103
3139,-3311,44996,33111
3140,-3311,44997,33112
3141,-3311,44998,33113
3142,-3312,44999,33121
3143,-3312,45000,33122
3144,-3312,45001,33123
3145,-3313,45002,33131
3146,-3313,45003,33132
3147,-3313,45004,33133
3148,-3314,45005,33141
3149,-3314,45006,33142
3150,-3314,45007,33143
3151,-3838,46054,38381
3152,-3838,46055,38382
3153,-3838,46056,38383
3154,-3839,46057,38391
3155,-3839,46058,38392
3156,-3839,46059,38393
3157,-3840,46060,38401
3158,-3840,46061,38402
3159,-3840,46062,38403
3160,-3841,46063,38411
3161,-3841,46064,38412
3162,-3841,46065,38413
3163,-3842,46066,38421
3164,-3842,46067,38422
3165,-3842,46068,38423
3166,-3843,46069,38431
3167,-3843,46070,38432
3168,-3843,46071,38433
3169,-3844,46072,38441
3170,-3844,46073,38442
3171,-3844,46074,38443
3172,-3845,46075,38451
3173,-3845,46076,38452
3174,-3845,46077,38453
3175,-3846,46078,38461
3176,-3846,46079,38462
3177,-3846,46080,38463
3178,-3847,46081,38471
3179,-3847,46082,38472
3180,-3847,46083,38473
3181,-3848,46084,38481
3182,-3848,46085,38482
3183,-3848,46086,38483
3184,-3849,46087,38491
3185,-3849,46088,38492
3186,-3849,46089,38493
3187,-3850,46090,38501
3188,-3850,46091,38502
3189,-3850,46092,38503
3190,-3851,46093,38511
3191,-3851,46094,38512
3192,-3851,46095,38513
3193,-3852,46096,38521
3194,-3852,46097,38522
3195,-3852,46098,38523
3196,-3853,46099,38531
3197,-3853,46100,38532
3198,-3853,46101,38533
3199,-3854,46102,38541
3200,-3854,46103,38542
3201,-3854,46104,38543
3202,-3855,46105,38551
3203,-3855,46106,38552
3204,-3855,46107,38553
3205,-3856,46108,38561
3206,-3856,46109,38562
3207,-3856,46110,38563
3208,-3857,46111,38571
3209,-3857,46112,38572
3210,-3857,46113,38573
3211,-3858,46114,38581
3212,-3858,46115,38582
3213,-3858,46116,38583
3214,-3859,46117,38591
3215,-3859,46118,38592
3216,-3859,46119,38593
3217,-3860,46120,38601
3218,-3860,46121,38602
3219,-3860,46122,38603
3220,-3861,46123,38611
3221,-3861,46124,38612
3222,-3861,46125,38613
3223,-3862,46126,38621
3224,-3862,46127,38622
3225,-3862,46128,38623
3226,-3863,46129,38631
3227,-3863,46130,38632
3228,-3863,46131,38633
3229,-3864,46132,38641
3230,-3864,46133,38642
3231,-3864,46134,38643
3232,-3865,46135,38651
3233,-3865,46136,38652
3234,-3865,46137,38653
3235,-3866,46138,38661
3236,-3866,46139,38662
3237,-3866,46140,38663
3238,-3867,46141,38671
3239,-3867,46142,38672
3240,-3867,46143,38673
3241,-3868,46144,38681
3242,-3868,46145,38682
3243,-3868,46146,38683
3244,-3869,46147,38691
3245,-3869,46148,38692
3246,-3869,46149,38693
3247,-3870,46150,38701
3248,-3870,46151,38702
3249,-3870,46152,38703
3250,-3871,46153,38711
3251,-3871,46154,38712
3252,-3871,46155,38713
3253,-3872,46156,38721
3254,-3872,46157,38722
3255,-3872,46158,38723
3256,-3873,46159,38731
3257,-3873,46160,38732
3258,-3873,46161,38733
3259,-3874,46162,38741
3260,-3874,46163,38742
3261,-3874,46164,38743
3262,-3875,46165,38751
3263,-3875,46166,38752
3264,-3875,46167,38753
3265,-3876,46168,38761
3266,-3876,46169,38762
3267,-3876,46170,38763
3268,-3877,46171,38771
3269,-3877,46172,38772
3270,-3877,46173,38773
3271,-3878,46174,38781
3272,-3878,46175,38782
3273,-3878,46176,38783
3274,-3879,46177,38791
3275,-3879,46178,38792
3276,-3879,46179,38793
3277,-3880,46180,38801
3278,-3880,46181,38802
3279,-3880,46182,38803
3280,-3881,46183,38811
3281,-3881,46184,38812
3282,-3881,46185,38813
3283,-3882,46186,38821
3284,-3882,46187,38822
3285,-3882,46188,38823
3286,-3883,46189,38831
3287,-3883,46190,38832
3288,-3883,46191,38833
3289,-3884,46192,38841
3290,-3884,46193,38842
3291,-3884,46194,38843
3292,-3885,46195,38851
3293,-3885,46196,38852
3294,-3885,46197,38853
3295,-3886,46198,38861
3296,-3886,46199,38862
3297,-3886,46200,38863
3298,-3887,46201,38871
3299,-3887,46202,38872
3300,-3887,46203,38873
3301,-3933,46294,39331
3302,-3933,46295,39332
3303,-3933,46296,39333
3304,-3934,46297,39341
3305,-3934,46298,39342
3306,-3934,46299,39343
3307,-3935,46300,39351
3308,-3935,46301,39352
3309,-3935,46302,39353
3310,-3936,46303,39361
3311,-3936,46304,39362
3312,-3936,46305,39363
3313,-3937,46306,39371
3314,-3937,46307,39372
3315,-3937,46308,39373
3316,-3938,46309,39381
3317,-3938,46310,39382
3318,-3938,46311,39383
3319,-3939,46312,39391
3320,-3939,46313,39392
3321,-3939,46314,39393
3322,-3940,46315,39401
3323,-3940,46316,39402
3324,-3940,46317,39403
3325,-3941,46318,39411
3326,-3941,46319,39412
3327,-3941,46320,39413
3328,-3942,46321,39421
3329,-3942,46322,39422
3330,-3942,46323,39423
3331,-3943,46324,39431
3332,-3943,46325,39432
3333,-3943,46326,39433
3334,-3944,46327,39441
3335,-3944,46328,39442
3336,-3944,46329,39443
3337,-3945,46330,39451
3338,-3945,46331,39452
3339,-3945,46332,39453
3340,-3946,46333,39461
3341,-3946,46334,39462
3342,-3946,46335,39463
3343,-3947,46336,39471
3344,-3947,46337,39472
3345,-3947,46338,39473
3346,-3948,46339,39481
3347,-3948,46340,39482
3348,-3948,46341,39483
3349,-3949,46342,39491
3350,-3949,46343,39492
3351,-3949,46344,39493
3352,-3950,46345,39501
3353,-3950,46346,39502
3354,-3950,46347,39503
3355,-3951,46348,39511
3356,-3951,46349,39512
3357,-3951,46350,39513
3358,-3952,46351,39521
3359,-3952,46352,39522
3360,-3952,46353,39523
3361,-3953,46354,39531
3362,-3953,46355,39532
3363,-3953,46356,39533
3364,-3954,46357,39541
3365,-3954,46358,39542
3366,-3954,46359,39543
3367,-3955,46360,39551
3368,-3955,46361,39552
3369,-3955,46362,39553
3370,-3956,46363,39561
3371,-3956,46364,39562
3372,-3956,46365,39563
3373,-3957,46366,39571
3374,-3957,46367,39572
3375,-3957,46368,39573
3376,-3958,46369,39581
3377,-3958,46370,39582
3378,-3958,46371,39583
3379,-3959,46372,39591
3380,-3959,46373,39592
3381,-3959,46374,39593
3382,-3960,46375,39601
3383,-3960,46376,39602
3384,-3960,46377,39603
3385,-3961,46378,39611
3386,-3961,46379,39612
3387,-3961,46380,39613
3388,-3962,46381,39621
3389,-3962,46382,39622
3390,-3962,46383,39623
3391,-3995,46448,39951
3392,-3995,46449,39952
3393,-3995,46450,39953
3394,-3996,46451,39961
3395,-3996,46452,39962
