ID,Par_No,Trw,T5,T6,T7,Kr,Trp,Tw,Tw1,Tw2,Ks,T9,T10,T12,Kw,Kp,T1,T2,T13,T14,T3,T4,VSMAX,VSMIN,Note
1277,1277,0.020000,6.000000,6.000000,6.000000,0.425000,0.020000,0.660000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.220000,0.020000,0.100000,0.100000,0.220000,0.020000,0.050000,-0.050000,___G4
1278,1278,0.020000,6.000000,6.000000,6.000000,0.425000,0.020000,0.660000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.220000,0.020000,0.100000,0.100000,0.220000,0.020000,0.050000,-0.050000,___G3
1279,1279,0.020000,6.000000,6.000000,6.000000,0.232600,0.020000,0.593000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.500000,0.200000,0.010000,0.100000,0.100000,0.200000,0.010000,0.050000,-0.050000,___G3
1280,1280,0.020000,5.000000,5.000000,5.000000,0.176991,0.020000,0.470000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.160000,0.020000,0.100000,0.100000,0.180000,0.020000,0.050000,-0.050000,
1281,1281,0.020000,5.000000,5.000000,5.000000,0.176991,0.020000,0.470000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.160000,0.020000,1.000000,1.000000,0.180000,0.020000,0.050000,-0.050000,
1282,1282,0.020000,6.000000,6.000000,6.000000,0.071073,0.020000,0.650000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,1.000000,1.000000,0.300000,0.030000,0.100000,-0.100000,_30_____
1283,1283,0.020000,5.000000,5.000000,5.000000,0.125000,0.020000,0.273000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.100000,0.090000,0.100000,0.010000,0.100000,0.010000,0.100000,-0.100000,
1284,1284,0.020000,4.000000,4.000000,4.000000,0.136370,0.020000,0.400000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,
1285,1285,0.010000,6.000000,6.000000,6.000000,0.089900,0.010000,0.820000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.190000,0.030000,0.010000,0.010000,0.190000,0.020000,0.050000,-0.050000,___G3
1286,1286,0.020000,6.000000,6.000000,6.000000,0.170100,0.020000,0.912000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.080000,0.020000,0.100000,0.100000,0.300000,0.040000,0.100000,-0.100000,____2_2018_____
1287,1287,0.020000,5.000000,5.000000,5.000000,0.170100,0.020000,0.821400,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.080000,0.010000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,____1_2018_____
1288,1288,0.020000,6.000000,6.000000,6.000000,0.136400,0.020000,0.996200,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.250000,0.020000,0.020000,0.010000,0.250000,0.010000,0.100000,-0.100000,________
1289,1289,0.020000,5.000000,5.000000,5.000000,0.265600,0.020000,0.795200,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G1
1290,1290,0.020000,6.000000,6.000000,6.000000,0.242700,0.020000,0.879300,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.150000,0.010000,0.000000,0.000000,0.150000,0.010000,0.100000,-0.100000,_____
1291,1291,0.020000,5.000000,5.000000,5.000000,0.300030,0.020000,0.550000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.180000,0.030000,0.180000,0.030000,0.100000,0.100000,0.050000,-0.050000,
1292,1292,0.020000,5.000000,5.000000,5.000000,1.000000,0.020000,0.775190,5.000000,5.000000,1.000000,0.800000,0.100000,0.100000,1.000000,5.000000,0.300000,0.020000,1.000000,1.000000,0.600000,0.030000,0.050000,-0.050000,
1293,1293,0.020000,5.000000,5.000000,5.000000,8.500000,0.020000,0.800000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.500000,0.130000,0.030000,0.100000,0.100000,0.200000,0.040000,0.100000,-0.100000,bpaPSS4
1294,1294,0.020000,5.000000,5.000000,5.000000,0.743700,0.020000,1.000000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.130000,0.020000,0.100000,0.100000,0.120000,0.020000,0.100000,-0.100000,_____#1
1295,1295,0.020000,5.000000,5.000000,5.000000,0.743670,0.020000,1.000000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.130000,0.020000,0.100000,0.100000,0.120000,0.020000,0.100000,-0.100000,_____#1
1296,1296,0.010000,6.000000,6.000000,6.000000,0.291667,0.010000,0.690000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.120000,0.010000,0.100000,0.100000,0.150000,0.010000,0.050000,-0.050000,
1297,1297,0.020000,6.000000,6.000000,6.000000,0.847458,0.020000,0.861000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.100000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,
1298,1298,0.020000,5.000000,5.000000,5.000000,8.547000,0.020000,0.812000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.500000,0.130000,0.030000,0.100000,0.100000,0.200000,0.040000,0.100000,-0.100000,__#2
1299,1299,0.020000,6.000000,6.000000,6.000000,0.149200,0.020000,0.720000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.030000,0.010000,0.010000,0.200000,0.030000,0.100000,-0.100000,27
1300,1300,0.020000,6.000000,6.000000,6.000000,0.149900,0.020000,0.640000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G1
1301,1301,0.020000,3.000000,3.000000,3.000000,1.403509,0.020000,0.900000,3.000000,3.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.120000,0.020000,1.000000,1.000000,0.120000,0.020000,0.050000,-0.050000,_28
1302,1302,0.020000,5.000000,5.000000,5.000000,1.639300,0.020000,0.730000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-5.000000,
1303,1303,1.000000,5.000000,5.000000,5.000000,1.149425,0.020000,0.475000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.360000,0.030000,0.060000,0.030000,0.060000,0.030000,0.050000,-0.050000,_29_
1304,1304,0.020000,5.000000,5.000000,5.000000,0.047000,0.020000,1.000000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.250000,0.010000,0.250000,0.020000,0.100000,0.100000,0.100000,-0.100000,BYHOFO
1305,1305,0.020000,6.000000,6.000000,6.000000,0.136000,0.020000,0.830400,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.500000,0.150000,0.020000,0.200000,0.020000,1.000000,1.000000,0.050000,-0.050000,
1306,1306,0.020000,5.000000,5.000000,5.000000,0.257732,0.020000,0.510000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.100000,0.040000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,_28
1307,1307,0.020000,5.000000,5.000000,4.990000,0.089928,0.020000,0.520000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.200000,0.050000,0.200000,0.030000,0.200000,0.030000,0.050000,-0.050000,
1308,1308,0.020000,5.000000,5.000000,5.000000,0.242718,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.500000,0.200000,0.040000,0.020000,0.020000,0.200000,0.090000,0.050000,-0.050000,_28
1309,1309,0.020000,5.000000,5.000000,5.000000,0.240964,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.200000,0.040000,0.100000,0.040000,0.100000,0.100000,0.050000,-0.050000,
1310,1310,0.020000,5.000000,5.000000,5.000000,0.136426,0.020000,0.440000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,9.000000,0.200000,0.030000,0.300000,0.040000,0.020000,0.020000,0.050000,-0.050000,
1311,1311,0.020000,5.000000,5.000000,5.000000,0.257732,0.020000,0.550000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,9.000000,0.100000,0.040000,0.300000,0.040000,0.020000,0.020000,0.050000,-0.050000,
1312,1312,0.020000,2.000000,2.000000,2.000000,0.213675,0.020000,0.161000,2.000000,2.000000,1.000000,0.500000,0.100000,0.100000,1.000000,15.000000,0.200000,0.025000,0.010000,0.010000,0.150000,0.030000,0.100000,-0.100000,
1313,1313,0.025000,2.000000,2.000000,2.000000,0.272480,0.020000,0.160000,2.000000,2.000000,1.000000,0.010000,0.100000,0.100000,1.000000,6.000000,0.300000,2.500000,0.500000,0.010000,0.500000,0.010000,0.050000,-0.050000,
1314,1314,0.020000,3.000000,3.000000,3.000000,1.000000,0.020000,0.460000,3.000000,3.000000,1.000000,0.340000,0.070000,0.070000,1.000000,10.000000,0.110000,0.020000,0.110000,0.020000,0.010000,0.010000,0.020000,-0.020000,
1315,1315,0.020000,4.000000,4.000000,4.000000,1.000000,0.020000,0.500000,4.000000,4.000000,1.000000,0.300000,0.060000,0.060000,1.000000,5.000000,0.260000,0.030000,0.270000,0.040000,0.010000,0.010000,0.020000,-0.020000,
1316,1316,0.020000,4.920000,6.000000,6.000000,0.272480,0.020000,1.000000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,0.150000,0.080000,0.090000,0.030000,0.100000,-0.100000,
1317,1317,0.020000,2.000000,2.000000,2.000000,0.213675,0.020000,0.161000,2.000000,2.000000,1.000000,0.500000,0.100000,0.100000,1.000000,15.000000,0.200000,0.025000,0.150000,0.030000,0.100000,0.100000,0.100000,-0.100000,
1318,1318,0.020000,4.000000,4.000000,4.000000,0.874891,0.020000,0.440000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.150000,0.030000,0.010000,0.010000,0.250000,0.030000,0.050000,-0.050000,
1319,1319,0.020000,4.000000,4.000000,4.000000,1.416431,0.020000,0.620000,4.000000,4.000000,1.000000,0.300000,0.060000,0.060000,1.000000,5.000000,0.250000,0.050000,0.100000,0.100000,0.160000,0.050000,0.020000,-0.020000,
1320,1320,0.020000,2.000000,2.000000,2.000000,0.213675,0.020000,0.161000,2.000000,2.000000,1.000000,0.500000,0.100000,0.100000,1.000000,15.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,
1321,1321,0.023000,7.000000,7.000000,7.000000,0.257732,0.023000,0.820000,7.000000,7.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.120000,0.015000,0.120000,0.015000,0.120000,0.015000,0.050000,-0.050000,
1322,1322,0.020000,4.000000,4.000000,4.000000,1.000000,0.020000,0.500000,4.000000,4.000000,1.000000,0.300000,0.060000,0.060000,1.000000,8.000000,0.260000,0.030000,0.270000,0.040000,0.010000,0.010000,0.020000,-0.020000,
1323,1323,0.020000,3.000000,3.000000,3.000000,1.000000,0.020000,0.330000,3.000000,3.000000,1.000000,0.340000,0.060000,0.060000,1.000000,4.000000,0.160000,0.040000,0.160000,0.040000,0.010000,0.010000,0.020000,-0.020000,_____
1324,1324,0.020000,4.000000,4.000000,4.000000,0.272480,0.020000,0.460000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.160000,0.020000,0.010000,0.010000,0.160000,0.020000,0.050000,-0.050000,
1325,1325,0.020000,6.000000,6.000000,6.000000,0.283286,0.020000,1.000000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,0.150000,0.080000,0.090000,0.030000,0.100000,-0.100000,
1326,1326,0.020000,4.000000,4.000000,4.000000,0.257732,0.020000,0.500000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.150000,0.030000,0.100000,0.100000,0.130000,0.020000,0.050000,-0.050000,
1327,1327,0.020000,4.000000,4.000000,4.000000,1.416431,0.020000,0.620000,4.000000,4.000000,1.000000,0.300000,0.060000,0.060000,1.000000,5.000000,0.250000,0.050000,0.100000,0.100000,0.160000,0.050000,0.100000,-0.100000,
1328,1328,0.020000,2.000000,2.000000,2.000000,1.416431,0.020000,0.220000,2.000000,2.000000,1.000000,0.300000,0.060000,0.060000,1.000000,2.000000,0.300000,0.020000,0.100000,0.100000,0.300000,0.020000,0.050000,-0.050000,
1329,1329,0.020000,3.000000,3.000000,3.000000,0.307692,0.020000,0.286500,3.000000,3.000000,1.000000,0.500000,0.100000,0.100000,1.000000,7.000000,0.140000,0.020000,0.100000,0.100000,0.180000,0.020000,0.100000,-0.100000,
1330,1330,0.020000,4.000000,4.000000,4.000000,1.416431,0.020000,0.620000,4.000000,4.000000,1.000000,0.300000,0.060000,0.060000,1.000000,5.000000,0.250000,0.050000,0.100000,0.100000,0.160000,0.050000,0.050000,-0.050000,
1331,1331,0.020000,2.000000,2.000000,2.000000,0.283286,0.020000,0.220000,2.000000,2.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.500000,0.300000,0.030000,0.160000,0.020000,0.160000,0.020000,0.050000,-0.050000,
1332,1332,0.020000,5.000000,5.000000,5.000000,0.566669,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.030000,0.020000,0.020000,0.200000,0.050000,0.050000,-0.050000,_28
1333,1333,0.020000,5.000000,5.000000,5.000000,0.140647,0.020000,0.640000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.200000,0.030000,0.200000,0.090000,0.100000,0.100000,0.050000,-0.050000,
1334,1334,0.020000,5.000000,5.000000,5.000000,0.243309,0.020000,0.510000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.100000,0.040000,0.200000,0.030000,0.100000,0.100000,0.050000,-0.050000,
1335,1335,0.020000,4.000000,4.000000,4.000000,0.159036,0.020000,1.000000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.030000,0.300000,0.040000,0.100000,0.100000,0.050000,-0.050000,
1336,1336,0.020000,5.000000,5.000000,4.990000,0.142857,0.020000,0.620000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.100000,0.010000,0.300000,0.060000,0.020000,0.020000,0.050000,-0.050000,
1337,1337,0.015000,5.000000,5.000000,5.000000,0.404858,0.015000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.300000,0.100000,0.050000,0.010000,0.010000,0.300000,0.060000,0.050000,-0.050000,
1338,1338,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.100000,0.010000,0.200000,0.030000,0.200000,0.030000,0.050000,-0.050000,
1339,1339,0.020000,4.000000,4.000000,4.000000,0.283286,0.020000,0.410000,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.110000,0.020000,0.500000,0.090000,0.010000,0.010000,0.050000,-0.050000,
1340,1340,0.020000,5.000000,5.000000,5.000000,0.142857,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.200000,0.050000,0.100000,0.030000,0.010000,0.030000,0.050000,-0.050000,_28
1341,1341,0.020000,5.000000,5.000000,5.000000,0.265957,0.020000,0.580000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,9.000000,0.100000,0.030000,0.400000,0.050000,0.100000,0.100000,0.050000,-0.050000,
1342,1342,0.020000,5.000000,5.000000,4.990000,0.265957,0.020000,0.570000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,9.000000,0.100000,0.030000,0.400000,0.050000,0.020000,0.020000,0.050000,-0.050000,
1343,1343,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.600000,0.200000,0.050000,0.200000,0.050000,0.400000,0.070000,0.050000,-0.050000,
1344,1344,0.020000,5.000000,5.000000,5.000000,0.265957,0.020000,0.620000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.300000,0.040000,0.400000,0.040000,0.010000,0.010000,0.050000,-0.050000,
1345,1345,0.020000,2.000000,2.000000,2.000000,0.283286,0.020000,0.220000,2.000000,2.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.050000,0.200000,0.030000,0.200000,0.030000,0.050000,-0.050000,
1346,1346,0.020000,2.000000,2.000000,2.000000,0.283286,0.020000,0.220000,2.000000,2.000000,1.000000,0.010000,0.100000,0.100000,1.000000,3.000000,0.200000,0.050000,0.200000,0.030000,0.200000,0.030000,0.050000,-0.050000,
1347,1347,0.020000,5.000000,5.000000,5.000000,0.136426,0.020000,0.560000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.200000,0.030000,0.200000,0.030000,0.100000,0.100000,0.050000,-0.050000,
1348,1348,0.020000,5.000000,5.000000,5.000000,0.136426,0.020000,0.510000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.200000,0.030000,0.300000,0.040000,0.100000,0.100000,0.050000,-0.050000,
1349,1349,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.630000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.500000,0.300000,1.000000,0.300000,0.030000,0.300000,0.030000,0.050000,-0.050000,
1350,1350,0.020000,5.000000,5.000000,5.000000,0.096286,0.020000,1.000000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.200000,0.030000,0.200000,0.030000,0.100000,0.100000,0.050000,-0.050000,
1351,1351,0.020000,4.000000,4.000000,4.000000,1.700680,0.020000,0.440000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.150000,0.030000,0.010000,0.010000,0.250000,0.030000,0.050000,-0.050000,
1352,1352,0.020000,4.000000,4.000000,4.000000,2.123142,0.020000,0.584000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.270000,0.030000,0.100000,0.100000,0.270000,0.030000,0.050000,-0.050000,
1353,1353,0.020000,5.000000,5.000000,5.000000,0.242718,0.020000,0.790000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.350000,0.020000,0.100000,0.100000,0.250000,0.020000,0.050000,-0.050000,
1354,1354,0.020000,5.000000,5.000000,5.000000,0.136426,0.020000,0.580000,5.000000,5.000000,1.000000,0.010000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.180000,0.030000,0.050000,-0.050000,
1355,1355,0.020000,4.000000,4.000000,4.000000,0.242718,0.020000,0.520000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.360000,0.030000,0.100000,0.100000,0.360000,0.030000,0.050000,-0.050000,
1356,1356,0.020000,4.000000,4.000000,4.000000,0.242718,0.020000,0.520000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.300000,0.030000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,
1357,1357,0.020000,4.000000,4.000000,4.000000,1.388889,0.020000,0.483000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.500000,0.350000,0.020000,1.000000,1.000000,0.350000,0.020000,0.050000,-0.050000,_28
1358,1358,0.020000,5.000000,5.000000,5.000000,1.385042,0.020000,0.630000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.150000,0.030000,1.000000,1.000000,0.120000,0.020000,0.050000,-0.050000,_28
1359,1359,0.020000,5.000000,5.000000,5.000000,0.149925,0.020000,0.540000,5.000000,5.000000,1.000000,0.010000,0.100000,0.100000,1.000000,4.000000,0.120000,0.020000,0.100000,0.100000,0.120000,0.020000,0.050000,-0.050000,
1360,1360,0.020000,4.000000,4.000000,4.000000,0.854701,0.020000,0.360000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.270000,0.030000,0.100000,0.100000,0.270000,0.030000,0.050000,-0.050000,
1361,1361,0.020000,4.000000,4.000000,4.000000,0.584795,0.020000,0.460000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.270000,0.030000,0.100000,0.100000,0.270000,0.030000,0.050000,-0.050000,
1362,1362,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.690000,5.000000,5.000000,1.000000,0.010000,0.100000,0.100000,1.000000,5.000000,0.220000,0.020000,0.100000,0.100000,0.150000,0.020000,0.050000,-0.050000,
1363,1363,0.020000,5.000000,5.000000,5.000000,0.584795,0.020000,0.550000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.200000,0.030000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,
1364,1364,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.540000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.150000,0.030000,0.100000,0.100000,0.120000,0.020000,0.050000,-0.050000,
1365,1365,0.020000,5.000000,5.000000,5.000000,0.134329,0.020000,0.650000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.180000,0.020000,0.050000,-0.050000,
1366,1366,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.540000,5.000000,5.000000,1.000000,0.010000,0.100000,0.100000,1.000000,5.000000,0.150000,0.030000,0.100000,0.100000,0.120000,0.020000,0.050000,-0.050000,
1367,1367,0.020000,5.000000,5.000000,5.000000,2.427184,0.020000,0.790000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,1.000000,0.150000,0.040000,0.100000,0.100000,0.440000,0.040000,0.050000,-0.050000,
1368,1368,0.020000,5.000000,5.000000,5.000000,2.428363,0.020000,0.790000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,1.000000,0.150000,0.040000,0.100000,0.100000,0.440000,0.040000,0.050000,-0.050000,_27
1369,1369,0.020000,5.000000,5.000000,5.000000,1.062699,0.020000,0.680000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.160000,0.020000,0.100000,0.100000,0.160000,0.020000,0.050000,-0.050000,_30_____
1370,1370,0.020000,5.000000,5.000000,5.000000,1.133787,0.020000,0.680000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.160000,0.020000,0.100000,0.100000,0.160000,0.020000,0.050000,-0.050000,
1371,1371,0.020000,5.000000,5.000000,5.000000,1.133787,0.020000,0.500000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.160000,0.020000,0.100000,0.100000,0.160000,0.020000,0.050000,-0.050000,
1372,1372,0.020000,5.000000,5.000000,5.000000,0.210970,0.020000,0.500000,5.000000,5.000000,1.000000,0.010000,0.100000,0.100000,1.000000,4.000000,0.240000,0.040000,0.100000,0.100000,0.200000,0.040000,0.050000,-0.050000,_27
1373,1373,0.020000,5.000000,5.000000,5.000000,0.213675,0.020000,0.394000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,6.000000,0.150000,0.020000,0.100000,0.100000,0.390000,0.060000,0.050000,-0.050000,
1374,1374,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.630000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.140000,0.020000,0.010000,0.010000,0.180000,0.030000,0.050000,-0.050000,
1375,1375,0.020000,5.000000,5.000000,5.000000,0.719424,0.020000,0.689000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,_30_____
1376,1376,0.020000,2.000000,2.000000,5.000000,0.283286,0.020000,0.760000,4.000000,4.000000,1.000000,0.200000,0.050000,0.050000,1.000000,1.000000,0.900000,0.060000,0.010000,0.010000,0.160000,0.060000,0.050000,-0.050000,
1377,1377,0.020000,5.000000,5.000000,5.000000,0.283286,0.020000,0.500000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.160000,0.020000,0.100000,0.100000,0.230000,0.020000,0.050000,-0.050000,
1378,1378,0.020000,5.000000,5.000000,5.000000,0.214592,0.020000,0.851000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.160000,0.020000,0.120000,0.020000,0.090000,0.030000,0.050000,-0.050000,
1379,1379,0.020000,5.000000,5.000000,5.000000,0.141643,0.020000,0.670000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.200000,0.020000,0.150000,0.080000,0.090000,0.030000,0.050000,-0.050000,
1380,1380,0.020000,3.530000,5.000000,5.000000,0.141643,0.020000,0.670000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.200000,0.020000,0.150000,0.080000,0.090000,0.030000,0.050000,-0.050000,
1381,1381,0.020000,5.000000,5.000000,5.000000,0.149925,0.020000,0.670000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.250000,0.030000,0.100000,0.100000,0.250000,0.030000,0.050000,-0.050000,_27
1382,1382,0.020000,4.000000,4.000000,4.000000,0.149925,0.020000,0.540000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.300000,0.060000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
1383,1383,0.020000,4.000000,4.000000,4.000000,0.149925,0.020000,0.540000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,2.000000,0.300000,0.060000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
1384,1384,0.020000,5.000000,5.000000,5.000000,0.136426,0.020000,0.650000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,3.000000,0.200000,0.030000,0.100000,0.100000,0.180000,0.030000,0.050000,-0.050000,_30_____
1385,1385,0.020000,5.000000,5.000000,5.000000,0.207469,0.020000,0.470000,5.000000,5.000000,1.000000,0.010000,0.100000,0.100000,1.000000,3.000000,0.120000,0.040000,0.100000,0.100000,0.200000,0.040000,0.050000,-0.050000,_30_____
1386,1386,0.020000,5.000000,5.000000,5.000000,0.078247,0.020000,0.510000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.240000,0.020000,0.250000,0.020000,0.200000,0.030000,0.050000,-0.050000,
1387,1387,0.020000,5.000000,5.000000,5.000000,0.450450,0.020000,0.560000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.440000,0.040000,0.150000,0.040000,0.060000,0.040000,0.050000,-0.050000,_27
1388,1388,0.020000,5.000000,5.000000,5.000000,0.413052,0.020000,0.640000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.220000,0.020000,0.100000,0.100000,0.220000,0.020000,0.050000,-0.050000,
