ID,Par_No,Trw,T5,T6,T7,Kr,Trp,Tw,Tw1,Tw2,Ks,T9,T10,T12,Kw,Kp,T1,T2,T13,T14,T3,T4,VSMAX,VSMIN,Note
417,417,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.610000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.190000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G1
418,418,0.020000,5.000000,5.000000,5.000000,0.149930,0.020000,0.610000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.190000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G2
419,419,0.020000,5.000000,5.000000,5.000000,0.136360,0.020000,0.860000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.130000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G3
420,420,0.020000,5.000000,5.000000,5.000000,0.283290,0.020000,0.740000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.020000,0.050000,-0.050000,___G1
421,421,0.020000,5.000000,5.000000,5.000000,0.257730,0.020000,0.714000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.280000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
422,422,0.020000,5.000000,5.000000,5.000000,0.283000,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.150000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G1
423,423,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.150000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G2
424,424,0.020000,5.000000,5.000000,5.000000,0.076460,0.020000,1.000000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.160000,0.020000,0.999000,0.999000,0.300000,0.040000,0.050000,-0.050000,___G1
425,425,0.020000,5.000000,5.000000,5.000000,0.072240,0.020000,1.000000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.160000,0.020000,999.000000,999.000000,0.300000,0.040000,0.050000,-0.050000,___G2
426,426,0.020000,5.000000,5.000000,5.000000,0.283290,0.020000,0.532000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
427,427,0.020000,5.000000,5.000000,5.000000,0.141670,0.020000,0.790000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.130000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G1
428,428,0.020000,5.000000,5.000000,5.000000,0.141640,0.020000,0.790000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.130000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G2
429,429,0.020000,5.000000,5.000000,5.000000,0.628930,0.020000,0.740000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G2
430,430,0.020000,5.000000,5.000000,5.000000,0.242700,0.020000,0.490000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.300000,0.020000,0.100000,0.100000,0.400000,0.030000,0.050000,-0.050000,_24_____
431,431,0.020000,6.000000,6.000000,6.000000,0.257730,0.020000,0.790000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.190000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
432,432,0.020000,5.000000,5.000000,5.000000,0.628930,0.020000,0.714000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.260000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
433,433,0.020000,6.000000,6.000000,6.000000,0.900901,0.020000,0.814000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.280000,0.030000,0.100000,0.100000,0.300000,0.020000,0.050000,-0.050000,___G1
434,434,0.020000,5.000000,5.000000,5.000000,0.242718,0.020000,0.820000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
435,435,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.530000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
436,436,0.020000,5.000000,5.000000,5.000000,0.149930,0.020000,0.520000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.190000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
437,437,0.020000,5.000000,5.000000,5.000000,0.150000,0.020000,0.520000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.190000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G2
438,438,0.020000,6.000000,6.000000,6.000000,0.283290,0.020000,0.750000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,12.000000,0.200000,0.020000,0.200000,0.020000,0.100000,0.100000,0.100000,-0.100000,___G3
439,439,0.020000,6.000000,6.000000,6.000000,0.629640,0.020000,0.750000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,10.000000,0.200000,0.020000,0.200000,0.020000,0.100000,0.100000,0.100000,-0.100000,___G4
440,440,0.020000,6.000000,6.000000,6.000000,0.283290,0.020000,0.750000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,12.000000,0.200000,0.020000,0.200000,0.020000,0.500000,0.400000,0.100000,-0.100000,___G5
441,441,0.020000,5.000000,5.000000,5.000000,0.472250,0.020000,0.630000,5.000000,5.000000,1.000000,0.001000,0.100000,0.100000,1.000000,2.000000,0.150000,0.020000,0.100000,0.100000,0.150000,0.020000,0.100000,-0.100000,___G4
442,442,0.020000,4.000000,4.000000,4.000000,0.849990,0.020000,0.571000,4.000000,4.000000,1.000000,0.001000,0.100000,0.100000,1.000000,2.500000,0.150000,0.020000,0.100000,0.100000,0.150000,0.020000,0.100000,-0.100000,___G3
443,443,0.020000,6.000000,6.000000,6.000000,0.242700,0.020000,0.836000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,7.000000,0.200000,0.030000,0.200000,0.030000,1.000000,1.000000,0.050000,-0.050000,___G1
444,444,0.020000,6.000000,6.000000,6.000000,0.089900,0.020000,1.020000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,7.000000,0.160000,0.010000,0.100000,0.100000,0.160000,0.010000,0.100000,-0.100000,_31_____
445,445,0.020000,6.000000,6.000000,6.000000,0.089900,0.020000,1.019441,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,7.000000,0.180000,0.030000,1.000000,1.000000,0.200000,0.040000,0.100000,-0.100000,
446,446,0.020000,6.000000,6.000000,6.000000,0.240000,0.020000,0.730000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,6.000000,0.140000,0.020000,0.010000,0.010000,0.200000,0.300000,0.050000,-0.050000,2017_10_16______
447,447,0.020000,6.000000,6.000000,6.000000,0.242700,0.020000,0.750000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.200000,0.040000,0.050000,-0.050000,_30_____
448,448,0.020000,6.000000,6.000000,6.000000,0.586200,0.020000,0.700000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.220000,0.030000,0.100000,0.100000,0.500000,0.100000,0.050000,-0.050000,___#5
449,449,0.020000,6.000000,6.000000,6.000000,0.283333,0.020000,0.750000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.150000,0.020000,0.100000,0.100000,0.150000,0.020000,0.050000,-0.050000,___6#7#
450,450,0.020000,5.000000,5.000000,5.000000,0.242700,0.020000,0.560000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.010000,0.050000,-0.050000,____#3
451,451,0.020000,6.000000,6.000000,6.000000,0.243000,0.020000,0.730000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,2.000000,0.300000,0.030000,0.100000,0.100000,0.250000,0.020000,0.050000,-0.050000,
452,452,0.020000,6.000000,6.000000,6.000000,0.566700,0.020000,0.750000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.400000,0.020000,0.100000,0.100000,0.350000,0.020000,0.050000,-0.050000,____#4
453,453,0.020000,6.000000,6.000000,6.000000,0.425000,0.020000,1.090000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,2.000000,0.320000,0.030000,0.100000,0.080000,0.250000,0.030000,0.050000,-0.050000,____#4
454,454,0.020000,6.000000,6.000000,6.000000,0.138400,0.020000,0.550000,6.000000,6.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.220000,0.020000,0.200000,0.030000,0.300000,0.300000,0.100000,-0.100000,___1_
455,455,0.020000,5.000000,5.000000,5.000000,0.252500,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.190000,0.020000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G1
456,456,0.020000,5.000000,5.000000,5.000000,0.283330,0.020000,0.600000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,14.000000,0.070000,0.010000,2.000000,3.740000,0.200000,0.020000,0.050000,-0.050000,___G3
457,457,0.020000,5.000000,5.000000,5.000000,0.283330,0.020000,0.600000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,16.000000,0.070000,0.010000,2.000000,3.740000,0.200000,0.020000,0.050000,-0.050000,___G4
458,458,0.020000,5.000000,5.000000,5.000000,0.283290,0.020000,0.580000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.090000,0.010000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G1
459,459,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.650000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.090000,0.010000,0.050000,0.010000,0.300000,0.030000,0.050000,-0.050000,___G1
460,460,0.020000,5.000000,5.000000,5.000000,0.283330,0.020000,0.650000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.090000,0.010000,0.050000,0.010000,0.300000,0.030000,0.100000,-0.100000,___G1
461,461,0.020000,5.000000,5.000000,5.000000,0.141640,0.020000,0.830000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.170000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___G3
462,462,0.020000,5.000000,5.000000,5.000000,0.136430,0.020000,0.900000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.300000,0.030000,0.100000,0.100000,0.300000,0.030000,0.100000,-0.100000,___G1
463,463,0.020000,4.000000,4.000000,4.000000,0.257700,0.020000,0.571400,4.000000,4.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.120000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
464,464,0.020000,4.000000,4.000000,4.000000,0.257700,0.020000,0.571400,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.120000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G2
465,465,0.020000,5.000000,5.000000,5.000000,0.257580,0.020000,0.560000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.250000,0.030000,0.130000,0.020000,0.300000,0.030000,0.050000,-0.050000,___G4
466,466,0.020000,5.000000,5.000000,5.000000,0.629600,0.020000,0.710000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.130000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
467,467,0.020000,5.000000,5.000000,5.000000,0.629630,0.020000,0.710000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G2
468,468,0.020000,5.000000,5.000000,5.000000,0.446540,0.020000,1.000000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.130000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G3
469,469,0.020000,5.000000,5.000000,5.000000,0.425000,0.020000,0.620000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G1
470,470,0.020000,5.000000,5.000000,5.000000,0.425530,0.020000,0.620000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G2
471,471,0.020000,5.000000,5.000000,5.000000,0.242700,0.020000,0.640000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.170000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,_25_____
472,472,0.020000,5.000000,5.000000,5.000000,0.629700,0.020000,0.714000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,1.500000,0.500000,0.050000,0.120000,0.050000,0.500000,0.050000,0.050000,-0.050000,___G2
473,473,0.020000,5.000000,5.000000,5.000000,0.629600,0.020000,0.714000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,1.500000,0.500000,0.050000,0.120000,0.050000,0.500000,0.050000,0.050000,-0.050000,___G2
474,474,0.020000,6.000000,6.000000,6.000000,0.629630,0.020000,0.840000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.190000,0.020000,0.100000,0.100000,0.100000,0.020000,0.050000,-0.050000,___G1
475,475,0.020000,5.000000,5.000000,5.000000,0.238640,0.020000,0.800000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.020000,0.050000,-0.050000,___G1
476,476,0.020000,5.000000,5.000000,5.000000,0.386400,0.020000,0.800000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.020000,0.050000,-0.050000,___G2
477,477,0.020000,5.000000,5.000000,5.000000,0.283330,0.020000,0.570000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.120000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,
478,478,0.020000,5.000000,5.000000,5.000000,0.283330,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.160000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
479,479,0.020000,5.000000,5.000000,5.000000,0.147710,0.020000,0.880000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.150000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,___G3
480,480,0.020000,5.000000,5.000000,5.000000,0.136360,0.020000,0.810000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.170000,0.020000,0.100000,0.100000,0.200000,0.030000,0.100000,-0.100000,___G1
481,481,0.020000,5.000000,5.000000,5.000000,0.257600,0.020000,0.670000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,2.000000,0.200000,0.020000,0.100000,0.100000,0.300000,0.020000,0.050000,-0.050000,___G1
482,482,0.020000,5.000000,5.000000,5.000000,0.283290,0.020000,0.756000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.190000,0.020000,0.100000,0.100000,0.200000,0.030000,0.050000,-0.050000,___G2
483,483,0.020000,6.000000,6.000000,6.000000,0.283300,0.020000,0.667000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,10.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,___G3
484,484,0.020000,6.000000,6.000000,6.000000,0.283290,0.020000,0.890000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,8.000000,0.200000,0.020000,0.200000,0.020000,0.100000,0.100000,0.100000,-0.100000,___G2
485,485,0.020000,6.000000,6.000000,6.000000,0.283290,0.020000,0.890000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,5.000000,0.200000,0.020000,0.200000,0.020000,0.100000,0.100000,0.100000,-0.100000,___G3
486,486,0.020000,6.000000,6.000000,6.000000,0.252530,0.020000,0.710000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,10.000000,-10.000000,___G1
487,487,0.020000,6.000000,6.000000,6.000000,0.268820,0.020000,0.670000,6.000000,6.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.500000,0.200000,0.010000,0.100000,0.100000,0.200000,0.010000,0.050000,-0.050000,___G3
488,488,0.020000,5.000000,5.000000,5.000000,0.252530,0.020000,0.482000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,___G2
489,489,0.020000,5.000000,5.000000,5.000000,0.268810,0.020000,0.482000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,0.100000,0.100000,0.200000,0.020000,0.100000,-0.100000,___G3
490,490,0.020000,6.000000,6.000000,6.000000,0.472140,0.020000,0.750000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,0.800000,0.200000,0.020000,0.200000,0.020000,0.100000,0.100000,0.100000,-0.100000,___G2
491,491,0.020000,5.000000,5.000000,5.000000,0.850000,0.020000,0.625000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,5.000000,0.200000,0.020000,0.200000,0.020000,0.100000,0.100000,0.050000,-0.050000,___G1
492,492,0.020000,4.000000,4.000000,4.000000,0.351600,0.020000,0.334000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.250000,0.040000,0.100000,0.100000,0.300000,0.040000,0.100000,-0.100000,___G1
493,493,0.020000,4.000000,4.000000,4.000000,0.351620,0.020000,0.334000,4.000000,4.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.250000,0.040000,0.100000,0.100000,0.300000,0.040000,0.100000,-0.100000,___G2
494,494,0.020000,5.000000,5.000000,5.000000,0.283300,0.020000,0.512000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,0.100000,0.100000,0.150000,0.010000,0.050000,-0.050000,___#3
495,495,0.020000,5.000000,5.000000,5.000000,0.265670,0.020000,0.419000,5.000000,5.000000,1.000000,0.500000,0.100000,0.100000,1.000000,8.000000,0.250000,0.050000,0.100000,0.100000,0.300000,0.050000,0.050000,-0.050000,___G2
496,496,0.020000,6.000000,6.000000,6.000000,0.265670,0.020000,0.750000,6.000000,6.000000,1.000000,0.500000,0.100000,0.100000,1.000000,4.000000,0.250000,0.010000,0.100000,0.100000,0.200000,0.010000,0.050000,-0.050000,___G3
497,497,0.020000,5.000000,5.000000,5.000000,0.566600,0.020000,0.714000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,3.000000,0.200000,0.020000,1.000000,1.000000,0.300000,0.030000,0.050000,-0.050000,
498,498,0.020000,4.000000,4.000000,4.000000,0.629700,0.020000,0.570000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.390000,0.040000,0.030000,0.010000,0.300000,0.030000,0.050000,-0.050000,___G1
499,499,0.020000,4.000000,4.000000,4.000000,0.629600,0.020000,0.570000,4.000000,4.000000,1.000000,0.200000,0.100000,0.100000,1.000000,2.000000,0.390000,0.040000,0.030000,0.010000,0.300000,0.030000,0.050000,-0.050000,___G2
500,500,0.020000,5.000000,5.000000,5.000000,0.149930,0.020000,0.870000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,3.000000,0.190000,0.020000,0.100000,0.100000,0.200000,0.020000,0.050000,-0.050000,___G2
501,501,0.020000,5.000000,5.000000,5.000000,0.136430,0.020000,0.738600,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.170000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1  31_
502,502,0.020000,5.000000,5.000000,5.000000,0.136430,0.020000,0.736800,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.170000,0.020000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1  31_
503,503,0.020000,5.000000,5.000000,5.000000,0.149930,0.020000,0.670000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.270000,0.030000,999.000000,999.000000,0.300000,0.030000,0.050000,-0.050000,___G1
504,504,0.020000,5.000000,5.000000,5.000000,0.149930,0.020000,0.670000,5.000000,5.000000,1.000000,0.200000,0.100000,0.100000,1.000000,4.000000,0.270000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G2
505,505,0.020000,5.000000,5.000000,5.000000,0.257700,0.020000,0.629000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.150000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
506,506,0.020000,5.000000,5.000000,5.000000,0.303000,0.020000,0.629000,5.000000,5.000000,1.000000,0.600000,0.120000,0.120000,1.000000,4.000000,0.150000,0.030000,0.100000,0.100000,0.300000,0.030000,0.050000,-0.050000,___G1
