name,CN_I,CN_J,TxI,TxJ
四川.红和风电厂/#1304箱变,44419,44420,30791,30792
四川.红和风电厂/#1305箱变,44421,44422,30801,30802
四川.红和风电厂/#1306箱变,44423,44424,30811,30812
四川.红和风电厂/#1307箱变,44425,44426,30821,30822
四川.红和风电厂/#1308箱变,44427,44428,30831,30832
四川.红和风电厂/#1309箱变,44429,44430,30841,30842
四川.红和风电厂/#1311箱变,44431,44432,30851,30852
四川.红和风电厂/#1312箱变,44433,44434,30861,30862
四川.红和风电厂/#2101箱变,44435,44436,30871,30872
四川.红和风电厂/#2102箱变,44437,44438,30881,30882
四川.红和风电厂/#2103箱变,44439,44440,30891,30892
四川.红和风电厂/#2104箱变,44441,44442,30901,30902
四川.红和风电厂/#2105箱变,44443,44444,30911,30912
四川.红和风电厂/#2106箱变,44445,44446,30921,30922
四川.红和风电厂/#2107箱变,44447,44448,30931,30932
四川.红和风电厂/#2108箱变,44449,44450,30941,30942
四川.红和风电厂/#2109箱变,44451,44452,30951,30952
四川.红和风电厂/#2110箱变,44453,44454,30961,30962
四川.红和风电厂/#2111箱变,44455,44456,30971,30972
四川.红和风电厂/#2112箱变,44457,44458,30981,30982
四川.红和风电厂/#2113箱变,44459,44460,30991,30992
四川.红和风电厂/#2201箱变,44461,44462,31001,31002
四川.红和风电厂/#2202箱变,44463,44464,31011,31012
四川.红和风电厂/#2203箱变,44465,44466,31021,31022
四川.红和风电厂/#2204箱变,44467,44468,31031,31032
四川.红和风电厂/#2205箱变,44469,44470,31041,31042
四川.红和风电厂/#2206箱变,44471,44472,31051,31052
四川.红和风电厂/#2207箱变,44473,44474,31061,31062
四川.红和风电厂/#2208箱变,44475,44476,31071,31072
四川.红和风电厂/#2209箱变,44477,44478,31081,31082
四川.红和风电厂/#2211箱变,44479,44480,31091,31092
四川.红和风电厂/#2212箱变,44481,44482,31101,31102
四川.红和风电厂/#2301箱变,44483,44484,31111,31112
四川.红和风电厂/#2302箱变,44485,44486,31121,31122
四川.红和风电厂/#2303箱变,44487,44488,31131,31132
四川.红和风电厂/#2304箱变,44489,44490,31141,31142
四川.红和风电厂/#2305箱变,44491,44492,31151,31152
四川.红和风电厂/#2306箱变,44493,44494,31161,31162
四川.红和风电厂/#2308箱变,44495,44496,31171,31172
四川.红和风电厂/#2309箱变,44497,44498,31181,31182
四川.红和风电厂/#2310箱变,44499,44500,31191,31192
四川.红和风电厂/#2311箱变,44501,44502,31201,31202
四川.红和风电厂/#2312箱变,44503,44504,31211,31212
四川.红和风电厂/#2307箱变,44505,44506,31221,31222
四川.红和风电厂/#2401箱变,44507,44508,31231,31232
四川.红和风电厂/#2402箱变,44509,44510,31241,31242
四川.红和风电厂/#2403箱变,44511,44512,31251,31252
四川.红和风电厂/#2404箱变,44513,44514,31261,31262
四川.红和风电厂/#2405箱变,44515,44516,31271,31272
四川.红和风电厂/#2406箱变,44517,44518,31281,31282
四川.红和风电厂/#2407箱变,44519,44520,31291,31292
四川.红和风电厂/#2408箱变,44521,44522,31301,31302
四川.红和风电厂/#2409箱变,44523,44524,31311,31312
四川.红和风电厂/#2410箱变,44525,44526,31321,31322
四川.红和风电厂/#2411箱变,44527,44528,31331,31332
四川.红和风电厂/#2412箱变,44529,44530,31341,31342
四川.红和风电厂/#2413箱变,44531,44532,31351,31352
四川.红和风电厂/#1310箱变,44533,44534,31361,31362
四川.红和风电厂/#2210箱变,44535,44536,31371,31372
四川.白乌光伏厂/#1901箱变,44678,44679,31851,31852
四川.白乌光伏厂/#1902箱变,44680,44681,31861,31862
四川.白乌光伏厂/#1903箱变,44682,44683,31871,31872
四川.白乌光伏厂/#1904箱变,44684,44685,31881,31882
四川.白乌光伏厂/#1905箱变,44686,44687,31891,31892
四川.白乌光伏厂/#2001箱变,44688,44689,31901,31902
四川.白乌光伏厂/#2002箱变,44690,44691,31911,31912
四川.白乌光伏厂/#2003箱变,44692,44693,31921,31922
四川.白乌光伏厂/#2004箱变,44694,44695,31931,31932
四川.白乌光伏厂/#2005箱变,44696,44697,31941,31942
四川.白乌光伏厂/#2102箱变,44698,44699,31951,31952
四川.白乌光伏厂/#2103箱变,44700,44701,31961,31962
四川.白乌光伏厂/#2104箱变,44702,44703,31971,31972
四川.白乌光伏厂/#2105箱变,44704,44705,31981,31982
四川.白乌光伏厂/#2106箱变,44706,44707,31991,31992
四川.白乌光伏厂/#2101箱变,44708,44709,32001,32002
四川.白乌光伏厂/#2201箱变,44710,44711,32011,32012
四川.白乌光伏厂/#2202箱变,44712,44713,32021,32022
四川.白乌光伏厂/#2203箱变,44714,44715,32031,32032
四川.白乌光伏厂/#2204箱变,44716,44717,32041,32042
四川.白乌光伏厂/#2206箱变,44718,44719,32051,32052
四川.白乌光伏厂/#2207箱变,44720,44721,32061,32062
四川.白乌光伏厂/#2205箱变,44722,44723,32071,32072
四川.白乌光伏厂/#2301箱变,44724,44725,32081,32082
四川.白乌光伏厂/#2302箱变,44726,44727,32091,32092
四川.白乌光伏厂/#2303箱变,44728,44729,32101,32102
四川.白乌光伏厂/#2304箱变,44730,44731,32111,32112
四川.白乌光伏厂/#2305箱变,44732,44733,32121,32122
四川.白乌光伏厂/#2306箱变,44734,44735,32131,32132
四川.白乌光伏厂/#2307箱变,44736,44737,32141,32142
四川.白乌光伏厂/#3601箱变,44738,44739,32151,32152
四川.白乌光伏厂/#3602箱变,44740,44741,32161,32162
四川.白乌光伏厂/#3603箱变,44742,44743,32171,32172
四川.白乌光伏厂/#3604箱变,44744,44745,32181,32182
四川.白乌光伏厂/#3605箱变,44746,44747,32191,32192
四川.白乌光伏厂/#3606箱变,44748,44749,32201,32202
四川.白乌光伏厂/#3607箱变,44750,44751,32211,32212
四川.白乌光伏厂/#3608箱变,44752,44753,32221,32222
四川.白乌光伏厂/#3609箱变,44754,44755,32231,32232
四川.白乌光伏厂/#3610箱变,44756,44757,32241,32242
四川.白乌光伏厂/#3612箱变,44758,44759,32251,32252
四川.白乌光伏厂/#3613箱变,44760,44761,32261,32262
四川.白乌光伏厂/#3614箱变,44762,44763,32271,32272
四川.白乌光伏厂/#3615箱变,44764,44765,32281,32282
四川.白乌光伏厂/#3616箱变,44766,44767,32291,32292
四川.白乌光伏厂/#3611箱变,44768,44769,32301,32302
四川.白乌光伏厂/#3501箱变,44770,44771,32311,32312
四川.白乌光伏厂/#3502箱变,44772,44773,32321,32322
四川.白乌光伏厂/#3504箱变,44774,44775,32331,32332
四川.白乌光伏厂/#3505箱变,44776,44777,32341,32342
四川.白乌光伏厂/#3506箱变,44778,44779,32351,32352
四川.白乌光伏厂/#3507箱变,44780,44781,32361,32362
四川.白乌光伏厂/#3508箱变,44782,44783,32371,32372
四川.白乌光伏厂/#3509箱变,44784,44785,32381,32382
四川.白乌光伏厂/#3510箱变,44786,44787,32391,32392
四川.白乌光伏厂/#3511箱变,44788,44789,32401,32402
四川.白乌光伏厂/#3512箱变,44790,44791,32411,32412
四川.白乌光伏厂/#3514箱变,44792,44793,32421,32422
四川.白乌光伏厂/#3515箱变,44794,44795,32431,32432
四川.白乌光伏厂/#3516箱变,44796,44797,32441,32442
四川.益门光伏厂/#2001箱变,45008,45009,33151,33152
四川.益门光伏厂/#2002箱变,45010,45011,33161,33162
四川.益门光伏厂/#2003箱变,45012,45013,33171,33172
四川.益门光伏厂/#2004箱变,45014,45015,33181,33182
四川.益门光伏厂/#2005箱变,45016,45017,33191,33192
四川.益门光伏厂/#2006箱变,45018,45019,33201,33202
四川.益门光伏厂/#2007箱变,45020,45021,33211,33212
四川.益门光伏厂/#2008箱变,45022,45023,33221,33222
四川.益门光伏厂/#2101箱变,45024,45025,33231,33232
四川.益门光伏厂/#2102箱变,45026,45027,33241,33242
四川.益门光伏厂/#2103箱变,45028,45029,33251,33252
四川.益门光伏厂/#2104箱变,45030,45031,33261,33262
四川.益门光伏厂/#2105箱变,45032,45033,33271,33272
四川.益门光伏厂/#2107箱变,45034,45035,33281,33282
四川.益门光伏厂/#2108箱变,45036,45037,33291,33292
四川.益门光伏厂/#2106箱变,45038,45039,33301,33302
四川.益门光伏厂/#2201箱变,45040,45041,33311,33312
四川.益门光伏厂/#2202箱变,45042,45043,33321,33322
四川.益门光伏厂/#2203箱变,45044,45045,33331,33332
四川.益门光伏厂/#2204箱变,45046,45047,33341,33342
四川.益门光伏厂/#2205箱变,45048,45049,33351,33352
四川.益门光伏厂/#2206箱变,45050,45051,33361,33362
四川.益门光伏厂/#2207箱变,45052,45053,33371,33372
四川.益门光伏厂/#2301箱变,45054,45055,33381,33382
四川.益门光伏厂/#2302箱变,45056,45057,33391,33392
四川.益门光伏厂/#2303箱变,45058,45059,33401,33402
四川.益门光伏厂/#2304箱变,45060,45061,33411,33412
四川.益门光伏厂/#2305箱变,45062,45063,33421,33422
四川.益门光伏厂/#2306箱变,45064,45065,33431,33432
四川.益门光伏厂/#2307箱变,45066,45067,33441,33442
四川.益门光伏厂/#2309箱变,45068,45069,33451,33452
四川.益门光伏厂/#2308箱变,45070,45071,33461,33462
四川.鲁基风电厂/#1101箱变,45072,45073,33471,33472
四川.鲁基风电厂/#1102箱变,45074,45075,33481,33482
四川.鲁基风电厂/#1103箱变,45076,45077,33491,33492
四川.鲁基风电厂/#1105箱变,45078,45079,33501,33502
四川.鲁基风电厂/#1106箱变,45080,45081,33511,33512
四川.鲁基风电厂/#1107箱变,45082,45083,33521,33522
四川.鲁基风电厂/#1108箱变,45084,45085,33531,33532
四川.鲁基风电厂/#1109箱变,45086,45087,33541,33542
四川.鲁基风电厂/#1110箱变,45088,45089,33551,33552
四川.鲁基风电厂/#1111箱变,45090,45091,33561,33562
四川.鲁基风电厂/#1112箱变,45092,45093,33571,33572
四川.鲁基风电厂/#1113箱变,45094,45095,33581,33582
四川.鲁基风电厂/#1114箱变,45096,45097,33591,33592
四川.鲁基风电厂/#1115箱变,45098,45099,33601,33602
四川.鲁基风电厂/#1116箱变,45100,45101,33611,33612
四川.鲁基风电厂/#1104箱变,45102,45103,33621,33622
四川.鲁基风电厂/#1201箱变,45104,45105,33631,33632
四川.鲁基风电厂/#1202箱变,45106,45107,33641,33642
四川.鲁基风电厂/#1203箱变,45108,45109,33651,33652
四川.鲁基风电厂/#1204箱变,45110,45111,33661,33662
四川.鲁基风电厂/#1205箱变,45112,45113,33671,33672
四川.鲁基风电厂/#1206箱变,45114,45115,33681,33682
四川.鲁基风电厂/#1208箱变,45116,45117,33691,33692
四川.鲁基风电厂/#1209箱变,45118,45119,33701,33702
四川.鲁基风电厂/#1210箱变,45120,45121,33711,33712
四川.鲁基风电厂/#1211箱变,45122,45123,33721,33722
四川.鲁基风电厂/#1212箱变,45124,45125,33731,33732
四川.鲁基风电厂/#1213箱变,45126,45127,33741,33742
四川.鲁基风电厂/#1214箱变,45128,45129,33751,33752
四川.鲁基风电厂/#1215箱变,45130,45131,33761,33762
四川.鲁基风电厂/#1216箱变,45132,45133,33771,33772
四川.鲁基风电厂/#1217箱变,45134,45135,33781,33782
四川.鲁基风电厂/#1207箱变,45136,45137,33791,33792
四川.鲁基风电厂/#1302箱变,45138,45139,33801,33802
四川.鲁基风电厂/#1303箱变,45140,45141,33811,33812
四川.鲁基风电厂/#1304箱变,45142,45143,33821,33822
四川.鲁基风电厂/#1305箱变,45144,45145,33831,33832
四川.鲁基风电厂/#1306箱变,45146,45147,33841,33842
四川.鲁基风电厂/#1307箱变,45148,45149,33851,33852
四川.鲁基风电厂/#1308箱变,45150,45151,33861,33862
四川.鲁基风电厂/#1309箱变,45152,45153,33871,33872
四川.鲁基风电厂/#1310箱变,45154,45155,33881,33882
四川.鲁基风电厂/#1311箱变,45156,45157,33891,33892
四川.鲁基风电厂/#1312箱变,45158,45159,33901,33902
四川.鲁基风电厂/#1313箱变,45160,45161,33911,33912
四川.鲁基风电厂/#1314箱变,45162,45163,33921,33922
四川.鲁基风电厂/#1315箱变,45164,45165,33931,33932
四川.鲁基风电厂/#1316箱变,45166,45167,33941,33942
四川.鲁基风电厂/#1317箱变,45168,45169,33951,33952
四川.鲁基风电厂/#1301箱变,45170,45171,33961,33962
四川.鲁基风电厂/#1401箱变,45172,45173,33971,33972
四川.鲁基风电厂/#1403箱变,45174,45175,33981,33982
四川.鲁基风电厂/#1404箱变,45176,45177,33991,33992
四川.鲁基风电厂/#1405箱变,45178,45179,34001,34002
四川.鲁基风电厂/#1406箱变,45180,45181,34011,34012
四川.鲁基风电厂/#1407箱变,45182,45183,34021,34022
四川.鲁基风电厂/#1408箱变,45184,45185,34031,34032
四川.鲁基风电厂/#1409箱变,45186,45187,34041,34042
四川.鲁基风电厂/#1410箱变,45188,45189,34051,34052
四川.鲁基风电厂/#1411箱变,45190,45191,34061,34062
四川.鲁基风电厂/#1412箱变,45192,45193,34071,34072
四川.鲁基风电厂/#1413箱变,45194,45195,34081,34082
四川.鲁基风电厂/#1415箱变,45196,45197,34091,34092
四川.鲁基风电厂/#1416箱变,45198,45199,34101,34102
四川.鲁基风电厂/#1402箱变,45200,45201,34111,34112
四川.鲁基风电厂/#1414箱变,45202,45203,34121,34122
四川.凉风坳风电厂/#1201箱变,45204,45205,34131,34132
四川.凉风坳风电厂/#1202箱变,45206,45207,34141,34142
四川.凉风坳风电厂/#1203箱变,45208,45209,34151,34152
四川.凉风坳风电厂/#1204箱变,45210,45211,34161,34162
四川.凉风坳风电厂/#1205箱变,45212,45213,34171,34172
四川.凉风坳风电厂/#1206箱变,45214,45215,34181,34182
四川.凉风坳风电厂/#1207箱变,45216,45217,34191,34192
四川.凉风坳风电厂/#1208箱变,45218,45219,34201,34202
四川.凉风坳风电厂/#1209箱变,45220,45221,34211,34212
四川.凉风坳风电厂/#1210箱变,45222,45223,34221,34222
四川.凉风坳风电厂/#1211箱变,45224,45225,34231,34232
四川.凉风坳风电厂/#1212箱变,45226,45227,34241,34242
四川.凉风坳风电厂/#1213箱变,45228,45229,34251,34252
四川.凉风坳风电厂/#1215箱变,45230,45231,34261,34262
四川.凉风坳风电厂/#1216箱变,45232,45233,34271,34272
四川.凉风坳风电厂/#1214箱变,45234,45235,34281,34282
四川.凉风坳风电厂/#1301箱变,45236,45237,34291,34292
四川.凉风坳风电厂/#1302箱变,45238,45239,34301,34302
四川.凉风坳风电厂/#1303箱变,45240,45241,34311,34312
四川.凉风坳风电厂/#1304箱变,45242,45243,34321,34322
四川.凉风坳风电厂/#1305箱变,45244,45245,34331,34332
四川.凉风坳风电厂/#1307箱变,45246,45247,34341,34342
四川.凉风坳风电厂/#1308箱变,45248,45249,34351,34352
四川.凉风坳风电厂/#1309箱变,45250,45251,34361,34362
四川.凉风坳风电厂/#1310箱变,45252,45253,34371,34372
四川.凉风坳风电厂/#1311箱变,45254,45255,34381,34382
四川.凉风坳风电厂/#1312箱变,45256,45257,34391,34392
四川.凉风坳风电厂/#1313箱变,45258,45259,34401,34402
四川.凉风坳风电厂/#1314箱变,45260,45261,34411,34412
四川.凉风坳风电厂/#1316箱变,45262,45263,34421,34422
四川.凉风坳风电厂/#1317箱变,45264,45265,34431,34432
四川.凉风坳风电厂/#1306箱变,45266,45267,34441,34442
四川.凉风坳风电厂/#1315箱变,45268,45269,34451,34452
四川.凉风坳风电厂/#1401箱变,45270,45271,34461,34462
四川.凉风坳风电厂/#1402箱变,45272,45273,34471,34472
四川.凉风坳风电厂/#1403箱变,45274,45275,34481,34482
四川.凉风坳风电厂/#1404箱变,45276,45277,34491,34492
四川.凉风坳风电厂/#1405箱变,45278,45279,34501,34502
四川.凉风坳风电厂/#1406箱变,45280,45281,34511,34512
四川.凉风坳风电厂/#1407箱变,45282,45283,34521,34522
四川.凉风坳风电厂/#1408箱变,45284,45285,34531,34532
四川.凉风坳风电厂/#1409箱变,45286,45287,34541,34542
四川.凉风坳风电厂/#1410箱变,45288,45289,34551,34552
四川.凉风坳风电厂/#1411箱变,45290,45291,34561,34562
四川.凉风坳风电厂/#1412箱变,45292,45293,34571,34572
四川.凉风坳风电厂/#1413箱变,45294,45295,34581,34582
四川.凉风坳风电厂/#1414箱变,45296,45297,34591,34592
四川.凉风坳风电厂/#1416箱变,45298,45299,34601,34602
四川.凉风坳风电厂/#1415箱变,45300,45301,34611,34612
四川.凉风坳风电厂/#1501箱变,45302,45303,34621,34622
四川.凉风坳风电厂/#1502箱变,45304,45305,34631,34632
四川.凉风坳风电厂/#1504箱变,45306,45307,34641,34642
四川.凉风坳风电厂/#1505箱变,45308,45309,34651,34652
四川.凉风坳风电厂/#1506箱变,45310,45311,34661,34662
四川.凉风坳风电厂/#1507箱变,45312,45313,34671,34672
四川.凉风坳风电厂/#1508箱变,45314,45315,34681,34682
四川.凉风坳风电厂/#1509箱变,45316,45317,34691,34692
四川.凉风坳风电厂/#1503箱变,45318,45319,34701,34702
四川.凉风坳风电厂/#1510箱变,45320,45321,34711,34712
四川.凉风坳风电厂/#1601箱变,45322,45323,34721,34722
四川.凉风坳风电厂/#1603箱变,45324,45325,34731,34732
四川.凉风坳风电厂/#1604箱变,45326,45327,34741,34742
四川.凉风坳风电厂/#1605箱变,45328,45329,34751,34752
四川.凉风坳风电厂/#1606箱变,45330,45331,34761,34762
四川.凉风坳风电厂/#1607箱变,45332,45333,34771,34772
四川.凉风坳风电厂/#1602箱变,45334,45335,34781,34782
四川.正斗光伏厂/#1101箱变,45336,45337,34791,34792
四川.正斗光伏厂/#1102箱变,45338,45339,34801,34802
四川.正斗光伏厂/#1103箱变,45340,45341,34811,34812
四川.正斗光伏厂/#1104箱变,45342,45343,34821,34822
四川.正斗光伏厂/#1105箱变,45344,45345,34831,34832
四川.正斗光伏厂/#1106箱变,45346,45347,34841,34842
四川.正斗光伏厂/#1107箱变,45348,45349,34851,34852
四川.正斗光伏厂/#1108箱变,45350,45351,34861,34862
